Koordinatensystem : Lambert konform konisch
Rechtswert        : 4179500 Meter
Hochwert          : 2403500 Meter
Hoehenlage        : 404 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4179500 2403500 11 12 15  11.6  965  94  3.7 4  5.8  65  130   87 294 -372  2
4179500 2403500 11 12 16  10.4  964  70  2.8 4  6.0  70   39   57 284 -365  2
4179500 2403500 11 12 17   8.4  964  60  1.5 4  6.0  77    1   13 277 -356  2
4179500 2403500 11 12 18   6.9  965  93  1.4 4  5.7  83    0    0 270 -348  2
4179500 2403500 11 12 19   3.1  964 128  1.4 1  5.0  88    0    0 241 -343  2
4179500 2403500 11 12 20   3.2  964 150  0.9 1  4.6  92    0    0 213 -339  2
4179500 2403500 11 12 21   2.5  965 151  0.9 0  4.6  94    0    0 201 -335  2
4179500 2403500 11 12 22   1.3  965 161  1.0 1  4.3  95    0    0 196 -332  2
4179500 2403500 11 12 23   2.4  965 110  1.2 1  4.4  96    0    0 203 -329  2
4179500 2403500 11 12 24   1.7  965 167  1.7 3  4.5  96    0    0 216 -327  2
4179500 2403500 11 13  1   1.4  965 100  2.5 1  4.3  96    0    0 212 -326  2
4179500 2403500 11 13  2   0.2  965 120  1.2 3  4.1  96    0    0 205 -325  2
4179500 2403500 11 13  3  -0.2  963  90  2.0 6  3.9  98    0    0 241 -327  2
4179500 2403500 11 13  4   0.0  963  90  2.1 5  4.0 100    0    0 257 -331  2
4179500 2403500 11 13  5   0.9  963 110  2.1 5  4.1 100    0    0 250 -334  2
4179500 2403500 11 13  6   0.5  963 110  2.2 3  4.2 100    0    0 234 -335  2
4179500 2403500 11 13  7   1.0  962 110  2.5 6  4.1  98    0    0 243 -335  2
4179500 2403500 11 13  8   0.9  962 100  2.7 7  4.1  96    0    8 279 -336  2
4179500 2403500 11 13  9   1.8  961 100  3.3 7  4.2  95   16   75 289 -339  2
4179500 2403500 11 13 10   4.5  961 100  3.6 4  4.6  91   52  153 269 -345  2
4179500 2403500 11 13 11   5.1  960 100  3.1 6  4.8  86   29  179 271 -353  2
4179500 2403500 11 13 12   7.3  960  99  2.6 6  5.0  81   68  233 291 -362  2
4179500 2403500 11 13 13   8.9  959 116  3.1 6  5.4  76   36  211 298 -368  2
4179500 2403500 11 13 14  10.4  958  90  2.2 6  5.5  70   18  164 305 -372  2
4179500 2403500 11 13 15  10.2  958  80  2.0 5  5.6  68   36  146 302 -372  2
4179500 2403500 11 13 16  10.1  957  60  1.2 6  5.8  71    5   62 304 -367  2
4179500 2403500 11 13 17   7.5  956  80  1.8 6  5.6  75    0    9 307 -360  2
4179500 2403500 11 13 18   4.7  956  70  1.0 5  5.1  83    0    0 294 -352  2
4179500 2403500 11 13 19   2.7  956  70  0.9 4  4.7  90    0    0 275 -347  2
4179500 2403500 11 13 20   2.6  956 146  1.2 3  4.5  91    0    0 257 -345  2
4179500 2403500 11 13 21   2.2  956 147  1.3 2  4.4  93    0    0 237 -343  2
4179500 2403500 11 13 22   1.9  955 142  1.6 2  4.4  94    0    0 231 -341  2
4179500 2403500 11 13 23   1.9  955 135  2.1 3  4.4  94    0    0 233 -338  2
4179500 2403500 11 13 24   1.9  954 170  2.7 4  4.3  93    0    0 223 -337  2
4179500 2403500 11 14  1   1.9  970 214  3.3 6  4.2  92    0    0 283 -320  2
4179500 2403500 11 14  2   2.0  970 248  3.8 7  4.2  90    0    0 285 -320  2
4179500 2403500 11 14  3   2.2  970 276  4.2 8  4.1  89    0    0 286 -320  2
4179500 2403500 11 14  4   2.2  969 276  4.0 8  4.1  89    0    0 287 -320  2
4179500 2403500 11 14  5   2.2  969 266  4.0 8  4.2  90    0    0 282 -319  2
4179500 2403500 11 14  6   2.3  970 260  3.4 7  4.2  89    0    0 279 -318  2
4179500 2403500 11 14  7   1.8  970 250  3.5 8  4.2  92    0    0 286 -317  2
4179500 2403500 11 14  8   2.2  970 250  3.1 8  4.3  94    5    8 294 -317  2
4179500 2403500 11 14  9   2.7  971 270  5.3 8  4.4  94   13   52 296 -318  2
4179500 2403500 11 14 10   2.5  972 270  5.4 6  4.4  92   15   97 288 -320  2
4179500 2403500 11 14 11   2.2  971 270  6.2 7  4.3  92    3  113 285 -321  2
4179500 2403500 11 14 12   1.6  972 270  4.9 8  4.2  93    0   44 296 -325  2
4179500 2403500 11 14 13   2.1  972 280  5.2 8  4.2  93    0   51 302 -331  2
4179500 2403500 11 14 14   2.8  973 280  5.7 7  4.4  93    0   56 299 -336  2
4179500 2403500 11 14 15   3.3  974 280  4.3 7  4.6  92    0   40 296 -339  2
4179500 2403500 11 14 16   3.7  975 290  4.2 7  4.6  90    0   19 296 -338  2
4179500 2403500 11 14 17   3.0  975 270  3.5 7  4.5  90    0    5 292 -332  2
4179500 2403500 11 14 18   1.6  975 280  2.9 6  4.2  90    0    0 282 -327  2
4179500 2403500 11 14 19   1.9  975 290  4.8 6  4.1  91    0    0 274 -326  2
4179500 2403500 11 14 20   1.2  976 260  2.4 7  4.1  93    0    0 275 -326  2
4179500 2403500 11 14 21   1.5  976 260  1.8 8  4.0  93    0    0 281 -323  2
4179500 2403500 11 14 22   1.6  977 270  2.3 8  4.1  93    0    0 285 -320  2
4179500 2403500 11 14 23   1.9  977 290  4.3 8  4.1  91    0    0 287 -320  2
4179500 2403500 11 14 24   1.5  977 290  3.9 8  4.0  90    0    0 287 -319  2
4179500 2403500 11 15  1   1.6  977 300  3.7 6  3.9  90    0    0 278 -316  2
4179500 2403500 11 15  2   1.2  977 300  3.3 5  3.9  89    0    0 263 -315  2
4179500 2403500 11 15  3   0.3  977 340  2.1 5  3.8  90    0    0 256 -314  2
4179500 2403500 11 15  4   0.4  977 340  2.5 4  3.7  92    0    0 250 -314  2
4179500 2403500 11 15  5   0.6  977 335  2.5 6  3.8  92    0    0 255 -313  2
4179500 2403500 11 15  6   0.7  977 320  3.0 8  3.8  91    0    0 272 -312  2
4179500 2403500 11 15  7   0.7  978 330  3.7 6  3.7  90    0    0 272 -313  2
4179500 2403500 11 15  8   0.8  978 350  3.5 6  3.7  88    2    8 264 -312  2
4179500 2403500 11 15  9   0.9  979  10  3.8 6  3.6  87   26   49 264 -311  2
4179500 2403500 11 15 10   1.6  979 360  3.9 4  3.7  86   53  100 257 -312  2
4179500 2403500 11 15 11   2.5  980   0  3.7 3  3.6  80  156  110 247 -316  2
4179500 2403500 11 15 12   2.8  980  20  4.6 4  3.2  68  145  141 247 -319  2
4179500 2403500 11 15 13   3.0  978  20  3.5 4  3.1  64   47  161 251 -323  2
4179500 2403500 11 15 14   2.8  979  60  3.4 6  3.3  67   13  127 262 -324  2
4179500 2403500 11 15 15   2.8  979 349  3.4 4  3.2  68   98   89 263 -323  2
4179500 2403500 11 15 16   2.2  979 350  2.9 5  3.1  67   23   54 256 -321  2
4179500 2403500 11 15 17   1.7  980 350  2.6 6  3.2  70    0    7 263 -319  2
4179500 2403500 11 15 18   1.4  980 360  2.4 5  3.2  74    0    0 262 -316  2
4179500 2403500 11 15 19   0.0  980 360  2.7 4  3.2  78    0    0 250 -312  2
4179500 2403500 11 15 20  -1.0  980 334  2.1 4  3.2  84    0    0 242 -311  2
4179500 2403500 11 15 21  -2.0  981 290  1.2 2  3.1  88    0    0 229 -309  2
4179500 2403500 11 15 22  -2.6  981 310  1.3 2  3.0  91    0    0 218 -307  2
4179500 2403500 11 15 23  -3.2  981 280  2.0 2  2.9  92    0    0 217 -305  2
4179500 2403500 11 15 24  -3.2  981 300  1.3 3  2.8  92    0    0 221 -304  2
4179500 2403500 11 16  1  -3.5  981 290  1.3 0  2.8  93    0    0 212 -303  2
4179500 2403500 11 16  2  -4.2  980 330  1.6 2  2.8  94    0    0 207 -301  2
4179500 2403500 11 16  3  -4.2  981 310  1.6 1  2.7  94    0    0 210 -300  2
4179500 2403500 11 16  4  -4.6  980 320  1.1 1  2.6  93    0    0 205 -299  2
4179500 2403500 11 16  5  -4.9  980 300  0.7 1  2.6  93    0    0 204 -299  2
4179500 2403500 11 16  6  -5.3  980 320  0.9 0  2.5  93    0    0 199 -298  2
4179500 2403500 11 16  7  -5.8  980 310  1.0 0  2.4  93    0    0 194 -298  2
4179500 2403500 11 16  8  -5.8  979 260  1.0 3  2.4  93    5   10 207 -297  2
4179500 2403500 11 16  9  -4.8  980 360  0.5 3  2.5  94   58   54 222 -298  2
4179500 2403500 11 16 10  -1.6  980 250  1.1 3  2.9  95  119   98 229 -303  2
4179500 2403500 11 16 11   0.3  979 230  1.4 3  3.4  92  173  131 237 -310  2
4179500 2403500 11 16 12   1.0  980 260  1.5 3  3.5  86  204  148 240 -315  2
4179500 2403500 11 16 13   1.6  979 270  1.4 3  3.4  80  181  159 241 -317  2
4179500 2403500 11 16 14   2.9  978 220  2.1 3  3.5  75  122  153 244 -319  2
4179500 2403500 11 16 15   3.0  978 240  2.4 1  3.5  72   57  116 237 -319  2
4179500 2403500 11 16 16   1.7  977 240  2.4 2  3.5  75   10   56 231 -318  2
4179500 2403500 11 16 17  -0.4  977 290  1.8 2  3.4  82    0   10 232 -316  2
4179500 2403500 11 16 18  -1.2  977 270  1.2 3  3.3  88    0    0 233 -315  2
4179500 2403500 11 16 19  -2.0  976 340  1.3 3  3.2  92    0    0 236 -315  2
4179500 2403500 11 16 20  -2.2  976 280  1.4 3  3.1  93    0    0 235 -315  2
4179500 2403500 11 16 21  -3.0  977 300  1.3 2  3.0  94    0    0 228 -315  2
4179500 2403500 11 16 22  -3.1  977 310  1.9 3  3.0  94    0    0 226 -316  2
4179500 2403500 11 16 23  -3.6  977 260  1.3 3  2.9  94    0    0 230 -316  2
4179500 2403500 11 16 24  -4.1  977 260  1.7 6  2.8  94    0    0 245 -316  2
4179500 2403500 11 17  1  -2.8  978 290  1.7 6  2.9  94    0    0 263 -317  2
4179500 2403500 11 17  2  -2.3  977 230  1.9 7  3.1  94    0    0 272 -317  2
4179500 2403500 11 17  3  -2.6  977 260  1.6 8  3.1  93    0    0 284 -317  2
4179500 2403500 11 17  4  -2.3  978 250  1.6 7  3.0  93    0    0 285 -318  2
4179500 2403500 11 17  5  -2.6  977 240  1.7 7  3.0  92    0    0 280 -318  2
4179500 2403500 11 17  6  -2.8  977 230  2.2 7  3.0  92    0    0 280 -318  2
4179500 2403500 11 17  7  -2.0  977 250  2.4 6  3.0  91    0    0 275 -318  2
4179500 2403500 11 17  8  -1.6  977 250  2.8 7  3.1  90    0    1 277 -318  2
4179500 2403500 11 17  9  -1.0  978 260  2.3 7  3.2  88    3   45 285 -318  2
4179500 2403500 11 17 10  -0.5  979 250  2.9 7  3.3  88    4   86 289 -319  2
4179500 2403500 11 17 11   0.1  980 230  3.5 8  3.4  88    0   72 299 -321  2
4179500 2403500 11 17 12   0.8  980 230  3.7 8  3.6  88    0   69 308 -325  2
4179500 2403500 11 17 13   1.9  980 240  3.9 6  3.8  87    6  136 300 -328  2
4179500 2403500 11 17 14   2.4  979 280  4.2 6  3.9  85   19  138 291 -329  2
4179500 2403500 11 17 15   2.7  979 270  4.3 7  4.0  85   15  101 299 -329  2
4179500 2403500 11 17 16   1.9  979 250  3.5 7  3.9  85    5   50 304 -328  2
4179500 2403500 11 17 17   0.9  979 270  3.6 7  3.8  87    0    9 301 -326  2
4179500 2403500 11 17 18   1.0  980 260  3.1 7  3.7  88    0    0 300 -325  2
4179500 2403500 11 17 19   1.3  980 260  2.4 7  3.7  88    0    0 300 -324  2
4179500 2403500 11 17 20   1.7  980 240  3.0 7  3.9  88    0    0 302 -324  2
4179500 2403500 11 17 21   1.7  980 260  2.3 7  3.9  88    0    0 303 -323  2
4179500 2403500 11 17 22   2.0  980 240  2.1 7  3.9  87    0    0 304 -322  2
4179500 2403500 11 17 23   2.2  980 220  1.6 8  4.0  87    0    0 312 -321  2
4179500 2403500 11 17 24   2.2  980 240  2.1 8  3.9  85    0    0 319 -321  2
4179500 2403500 11 18  1   2.5  980 240  2.4 7  3.9  84    0    0 313 -321  2
4179500 2403500 11 18  2   1.8  980 240  2.6 7  3.8  84    0    0 306 -321  2
4179500 2403500 11 18  3   2.0  980 260  2.4 7  3.8  84    0    0 304 -321  2
4179500 2403500 11 18  4   2.1  979 250  2.9 8  3.7  82    0    0 310 -321  2
4179500 2403500 11 18  5   2.3  979 250  1.9 8  3.8  82    0    0 316 -322  2
4179500 2403500 11 18  6   2.1  979 260  2.5 8  3.8  83    0    0 315 -325  2
4179500 2403500 11 18  7   2.1  979 260  2.5 8  3.8  84    0    0 315 -327  2
4179500 2403500 11 18  8   2.4  979 250  3.0 8  3.9  84    0    5 315 -329  2
4179500 2403500 11 18  9   2.7  979 220  2.9 8  3.9  84    1   39 316 -330  2
4179500 2403500 11 18 10   3.4  979 230  3.7 7  4.1  84    2   85 312 -333  2
4179500 2403500 11 18 11   4.4  978 240  4.8 6  4.2  82    0   91 299 -336  2
4179500 2403500 11 18 12   5.4  979 240  4.8 7  4.4  78    0   67 301 -340  2
4179500 2403500 11 18 13   5.6  978 260  4.8 8  4.5  77    0   54 318 -342  2
4179500 2403500 11 18 14   5.5  978 261  3.4 8  4.7  81    0   36 326 -341  2
4179500 2403500 11 18 15   5.9  977 261  3.5 8  5.0  85    0   36 328 -341  2
4179500 2403500 11 18 16   6.4  976 250  4.5 8  5.1  83    0   21 329 -341  2
4179500 2403500 11 18 17   6.4  976 250  5.0 8  5.0  80    0    2 329 -340  2
4179500 2403500 11 18 18   5.7  976 230  4.0 8  5.0  82    0    0 325 -339  2
4179500 2403500 11 18 19   5.7  976 230  4.0 7  5.0  84    0    0 317 -339  2
4179500 2403500 11 18 20   6.9  976 260  4.6 8  5.0  81    0    0 317 -339  2
4179500 2403500 11 18 21   7.1  976 250  5.7 8  5.0  78    0    0 325 -339  2
4179500 2403500 11 18 22   6.9  975 270  4.3 8  5.0  78    0    0 324 -339  2
4179500 2403500 11 18 23   7.1  975 250  4.9 8  5.0  78    0    0 323 -340  2
4179500 2403500 11 18 24   7.2  975 250  5.5 8  4.9  75    0    0 323 -340  2
4179500 2403500 11 19  1   7.1  974 250  6.1 8  4.8  74    0    0 322 -339  2
4179500 2403500 11 19  2   7.2  974 260  6.2 8  4.8  74    0    0 322 -337  2
4179500 2403500 11 19  3   7.2  972 260  5.9 8  4.8  74    0    0 322 -335  2
4179500 2403500 11 19  4   7.4  972 250  6.6 8  4.8  73    0    0 322 -336  2
4179500 2403500 11 19  5   7.3  971 250  6.8 8  4.8  72    0    0 322 -336  2
4179500 2403500 11 19  6   7.6  971 260  7.6 8  4.8  72    0    0 323 -335  2
4179500 2403500 11 19  7   7.6  970 270  8.2 8  4.9  72    0    0 323 -332  2
4179500 2403500 11 19  8   7.4  970 270  7.0 7  5.0  74    0    5 316 -330  2
4179500 2403500 11 19  9   8.1  971 260  7.5 7  5.0  73    6   52 309 -330  2
4179500 2403500 11 19 10   8.2  971 260  7.6 7  4.9  70    3   88 309 -333  2
4179500 2403500 11 19 11   8.7  971 260  9.4 7  5.0  70    8  137 310 -339  2
4179500 2403500 11 19 12   9.4  970 270  8.9 7  5.1  68    5  141 312 -344  2
4179500 2403500 11 19 13   9.3  970 270  8.3 8  5.0  66    0   81 320 -348  2
4179500 2403500 11 19 14  10.3  969 270  7.8 8  5.1  65    0   78 328 -351  2
4179500 2403500 11 19 15  10.0  968 270  9.3 8  5.1  63   21  126 329 -350  2
4179500 2403500 11 19 16   8.4  967 270  6.3 7  5.0  65    8   62 318 -347  2
4179500 2403500 11 19 17   7.3  967 260  5.9 7  4.9  71    0    9 305 -341  2
4179500 2403500 11 19 18   6.9  966 260  5.7 7  4.8  72    0    0 301 -337  2
4179500 2403500 11 19 19   6.8  966 250  6.4 8  4.7  73    0    0 306 -333  2
4179500 2403500 11 19 20   6.8  966 250  6.1 7  4.6  72    0    0 304 -330  2
4179500 2403500 11 19 21   6.8  965 260  6.5 7  4.6  72    0    0 295 -329  2
4179500 2403500 11 19 22   6.8  964 260  6.5 8  4.6  72    0    0 304 -329  2
4179500 2403500 11 19 23   7.0  963 260  7.1 8  4.7  72    0    0 314 -329  2
4179500 2403500 11 19 24   6.9  962 259  8.0 7  4.7  72    0    0 307 -330  2
4179500 2403500 11 20  1   7.0  961 260  6.6 8  4.6  71    0    0 309 -332  2
4179500 2403500 11 20  2   7.4  959 260  8.3 8  4.6  69    0    0 318 -333  2
4179500 2403500 11 20  3   7.3  958 260  6.9 7  4.6  68    0    0 315 -334  2
4179500 2403500 11 20  4   7.2  956 250  8.4 8  4.7  70    0    0 317 -335  2
4179500 2403500 11 20  5   8.1  954 250  9.7 8  4.8  70    0    0 324 -337  2
4179500 2403500 11 20  6   8.8  953 260 11.5 8  4.8  66    0    0 325 -339  2
4179500 2403500 11 20  7   8.8  951 260 12.6 8  4.9  65    0    0 325 -340  2
4179500 2403500 11 20  8   8.6  950 260 13.4 8  4.9  66    1    7 323 -340  2
4179500 2403500 11 20  9   3.5  948 291 16.4 8  4.7  76   15   55 312 -338  2
4179500 2403500 11 20 10   3.6  952 290 13.6 7  4.4  83    0   62 298 -332  2
4179500 2403500 11 20 11   3.0  955 290 11.0 7  3.9  76    0   44 289 -327  2
4179500 2403500 11 20 12   2.5  959 270  8.7 7  3.6  72    0   95 284 -328  2
4179500 2403500 11 20 13   3.2  961 270  9.2 5  3.5  70    6  143 272 -330  2
4179500 2403500 11 20 14   2.5  962 291  8.6 6  3.4  70    0   94 265 -329  2
4179500 2403500 11 20 15   2.8  963 270  8.6 6  3.3  69    6   99 265 -324  2
4179500 2403500 11 20 16   2.5  964 290  7.5 7  3.2  67    0   39 267 -320  2
4179500 2403500 11 20 17   1.3  964 280  6.9 7  3.3  72    0    9 266 -320  2
4179500 2403500 11 20 18   1.5  966 280  7.5 6  3.1  71    0    0 257 -318  2
4179500 2403500 11 20 19   1.6  967 280  8.2 7  3.0  67    0    0 257 -316  2
4179500 2403500 11 20 20   1.3  967 280  7.8 7  3.1  70    0    0 262 -315  2
4179500 2403500 11 20 21   1.0  967 270  6.9 8  3.3  77    0    0 268 -315  2
4179500 2403500 11 20 22   1.0  968 270  7.3 7  3.4  81    0    0 268 -315  2
4179500 2403500 11 20 23   0.9  969 280  7.6 7  3.3  79    0    0 263 -314  2
4179500 2403500 11 20 24   1.0  969 280  8.4 7  3.3  77    0    0 264 -315  2
4179500 2403500 11 21  1   0.6  970 280  7.0 6  3.3  78    0    0 259 -315  2
4179500 2403500 11 21  2   0.5  970 270  7.1 8  3.3  80    0    0 262 -315  2
4179500 2403500 11 21  3   0.1  970 270  6.2 7  3.3  83    0    0 268 -315  2
4179500 2403500 11 21  4   0.5  971 260  6.3 8  3.3  82    0    0 270 -315  2
4179500 2403500 11 21  5  -0.3  971 260  7.0 8  3.2  81    0    0 274 -315  2
4179500 2403500 11 21  6  -0.2  971 270  6.9 3  3.0  78    0    0 247 -313  2
4179500 2403500 11 21  7  -0.7  971 270  6.9 6  2.9  77    0    0 236 -312  2
4179500 2403500 11 21  8  -0.2  971 260  8.1 8  2.9  76    0    0 262 -311  2
4179500 2403500 11 21  9   0.3  971 270  9.3 8  2.9  72    3   39 274 -310  2
4179500 2403500 11 21 10   0.6  972 280 10.1 5  2.8  68    2   77 262 -311  2
4179500 2403500 11 21 11   0.6  972 280 11.1 7  2.7  65    0   55 259 -314  2
4179500 2403500 11 21 12   1.0  972 280 10.3 8  2.7  63    0   76 278 -318  2
4179500 2403500 11 21 13   0.5  971 280  8.6 8  2.7  64    0   66 283 -319  2
4179500 2403500 11 21 14   1.5  971 270  8.5 7  2.7  62    3  113 276 -320  2
4179500 2403500 11 21 15   1.9  970 280  8.7 5  2.6  59   31  113 259 -320  2
4179500 2403500 11 21 16   1.1  970 280  7.5 6  2.6  58   15   55 253 -319  2
4179500 2403500 11 21 17   0.2  970 270  5.9 5  2.5  61    0    8 253 -318  2
4179500 2403500 11 21 18  -0.1  971 270  5.8 5  2.6  66    0    0 249 -315  2
4179500 2403500 11 21 19  -0.5  972 260  6.1 7  2.7  70    0    0 260 -314  2
4179500 2403500 11 21 20  -0.2  972 270  6.5 7  2.7  71    0    0 270 -313  2
4179500 2403500 11 21 21  -0.1  973 260  6.8 6  2.7  70    0    0 265 -312  2
4179500 2403500 11 21 22   0.1  973 270  8.6 8  2.8  70    0    0 271 -312  2
4179500 2403500 11 21 23   0.1  973 270  8.3 8  2.7  68    0    0 281 -313  2
4179500 2403500 11 21 24  -0.1  973 270  9.1 8  2.6  67    0    0 279 -313  2
4179500 2403500 11 22  1  -0.3  974 256  9.3 7  2.7  70    0    0 274 -312  2
4179500 2403500 11 22  2  -0.4  974 270 10.2 7  2.8  72    0    0 268 -312  2
4179500 2403500 11 22  3  -0.5  974 270  9.1 6  2.8  74    0    0 263 -312  2
4179500 2403500 11 22  4  -0.6  975 280  8.5 6  2.8  74    0    0 259 -312  2
4179500 2403500 11 22  5  -0.5  976 270  7.4 6  2.8  73    0    0 257 -311  2
4179500 2403500 11 22  6  -0.4  976 270  7.6 8  2.7  71    0    0 265 -311  2
4179500 2403500 11 22  7  -0.4  977 270  7.4 7  2.7  71    0    0 269 -310  2
4179500 2403500 11 22  8  -0.1  977 270  6.4 8  2.7  71    0    5 268 -310  2
4179500 2403500 11 22  9   0.0  978 280  6.0 8  2.7  70   22   37 273 -311  2
4179500 2403500 11 22 10   0.5  979 270  6.5 7  2.7  69    8   83 270 -313  2
4179500 2403500 11 22 11   1.1  979 270  7.0 6  2.7  66    6  108 263 -316  2
4179500 2403500 11 22 12   1.6  980 280  6.0 6  2.8  65   35  150 258 -318  2
4179500 2403500 11 22 13   3.0  979 280  6.2 3  2.8  61  212   96 245 -319  2
4179500 2403500 11 22 14   3.6  978 280  6.1 1  2.8  56  242   52 224 -319  2
4179500 2403500 11 22 15   3.4  978 280  4.9 1  2.8  56  164   49 217 -319  2
4179500 2403500 11 22 16   2.1  978 280  2.9 1  2.8  59   50   39 218 -317  2
4179500 2403500 11 22 17  -0.2  978 310  1.4 1  2.7  65    0    7 214 -313  2
4179500 2403500 11 22 18  -2.1  978 300  1.2 1  2.7  75    0    0 211 -308  2
4179500 2403500 11 22 19  -3.1  978 238  1.3 1  2.6  82    0    0 209 -306  2
4179500 2403500 11 22 20  -4.0  979  80  1.1 1  2.6  85    0    0 206 -306  2
4179500 2403500 11 22 21  -4.9  979 204  1.1 4  2.5  88    0    0 215 -307  2
4179500 2403500 11 22 22  -4.9  979 214  1.4 4  2.4  89    0    0 226 -307  2
4179500 2403500 11 22 23  -3.6  978 197  1.9 4  2.6  91    0    0 228 -308  2
4179500 2403500 11 22 24  -2.5  978 201  2.2 6  2.8  91    0    0 241 -309  2
4179500 2403500 11 23  1  -2.1  977  90  2.0 6  2.9  88    0    0 252 -311  2
4179500 2403500 11 23  2  -1.7  976 198  1.9 7  3.0  88    0    0 259 -312  2
4179500 2403500 11 23  3  -1.3  976 149  1.8 7  3.1  87    0    0 268 -313  2
4179500 2403500 11 23  4  -1.4  976 167  1.5 8  3.2  89    0    0 279 -315  2
4179500 2403500 11 23  5  -1.1  975 170  1.5 8  3.3  91    0    0 290 -316  2
4179500 2403500 11 23  6  -0.6  974 204  1.6 8  3.4  92    0    0 294 -317  2
4179500 2403500 11 23  7  -0.3  974 225  2.1 8  3.6  94    0    0 299 -318  2
4179500 2403500 11 23  8   0.3  974 256  2.2 8  3.7  95    0    0 302 -320  2
4179500 2403500 11 23  9   0.8  974 300  2.8 8  3.9  95    0   23 306 -321  2
4179500 2403500 11 23 10   2.0  974 260  2.8 7  4.2  95    0   49 304 -321  2
4179500 2403500 11 23 11   4.6  975 260  4.4 7  4.8  96    0   70 305 -321  2
4179500 2403500 11 23 12   6.6  974 260  4.6 7  5.5  94    0   69 313 -324  2
4179500 2403500 11 23 13   7.0  974 260  4.5 7  5.8  90    0   70 316 -330  2
4179500 2403500 11 23 14   8.4  973 250  7.3 7  5.8  86    0   85 317 -334  2
4179500 2403500 11 23 15   8.7  973 240  7.5 6  5.9  81    1   71 312 -338  2
4179500 2403500 11 23 16   8.5  972 250  6.0 7  5.8  80    0   31 312 -341  2
4179500 2403500 11 23 17   7.7  972 240  4.8 7  5.6  80    0    0 317 -342  2
4179500 2403500 11 23 18   8.8  972 250  7.6 7  5.4  76    0    0 317 -342  2
4179500 2403500 11 23 19   9.0  971 250  8.3 8  5.3  71    0    0 325 -344  2
4179500 2403500 11 23 20   9.0  971 270  8.0 8  5.3  71    0    0 333 -345  2
4179500 2403500 11 23 21   8.4  971 260  8.2 7  5.3  73    0    0 325 -347  2
4179500 2403500 11 23 22   8.6  971 270  7.7 8  5.3  74    0    0 325 -348  2
4179500 2403500 11 23 23   9.1  971 270  8.9 8  5.4  73    0    0 334 -349  2
4179500 2403500 11 23 24   8.6  971 270  8.4 8  5.4  73    0    0 335 -349  2
4179500 2403500 11 24  1   8.3  971 270  9.2 7  5.4  75    0    0 328 -349  2
4179500 2403500 11 24  2   8.4  971 270  8.0 7  5.4  76    0    0 322 -349  2
4179500 2403500 11 24  3   7.9  971 260  7.6 7  5.6  79    0    0 323 -349  2
4179500 2403500 11 24  4   8.1  972 270  8.3 7  5.6  81    0    0 322 -349  2
4179500 2403500 11 24  5   8.0  972 270  8.7 7  5.7  81    0    0 323 -349  2
4179500 2403500 11 24  6   7.8  972 270  7.7 7  5.7  82    0    0 321 -349  2
4179500 2403500 11 24  7   8.1  972 270  7.4 7  5.6  81    0    0 321 -349  2
4179500 2403500 11 24  8   8.0  972 270  7.5 7  5.6  80    0    1 319 -349  2
4179500 2403500 11 24  9   8.3  972 270  7.2 7  5.7  81    9   31 319 -349  2
4179500 2403500 11 24 10   8.4  972 270  8.0 7  5.8  81    5   68 319 -351  2
4179500 2403500 11 24 11   8.3  973 270  7.5 8  5.9  82    0   55 324 -353  2
4179500 2403500 11 24 12   8.6  973 270  8.9 8  5.9  82    0   50 331 -356  2
4179500 2403500 11 24 13   9.0  973 270  9.8 8  5.8  79    0   38 331 -358  2
4179500 2403500 11 24 14   9.1  973 270  9.1 8  5.8  77    0   45 331 -357  2
