Koordinatensystem : Lambert konform konisch
Rechtswert        : 4179500 Meter
Hochwert          : 2403500 Meter
Hoehenlage        : 404 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : mittleres Jahr
Bezugszeitraum    : 1995-2012
Datenbasis        : Beobachtungsdaten Zeitraum 1995-2012

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
4179500 2403500  4 22 19  15.9  967  30  2.0 1  5.2  41   23   37 286 -389  2
4179500 2403500  4 22 20  13.6  968  70  2.2 2  5.6  51    0    0 284 -375  2
4179500 2403500  4 22 21  12.6  968  90  1.8 3  5.5  56    0    0 287 -366  2
4179500 2403500  4 22 22   8.6  968 320  1.0 1  5.4  65    0    0 275 -360  2
4179500 2403500  4 22 23   6.2  969 310  0.9 1  5.2  77    0    0 258 -355  2
4179500 2403500  4 22 24   4.8  968 300  0.9 1  4.8  82    0    0 251 -351  2
4179500 2403500  4 23  1   4.1  968   0  0.5 0  4.6  85    0    0 244 -347  2
4179500 2403500  4 23  2   3.7  968 360  0.5 0  4.6  88    0    0 240 -345  2
4179500 2403500  4 23  3   3.4  968 360  0.4 1  4.6  90    0    0 243 -343  2
4179500 2403500  4 23  4   2.9  968  60  0.8 1  4.5  91    0    0 245 -341  2
4179500 2403500  4 23  5   2.5  968 100  1.0 3  4.4  92    0    0 250 -339  2
4179500 2403500  4 23  6   1.9  968 240  0.9 2  4.3  93   10   15 252 -338  2
4179500 2403500  4 23  7   5.0  968   0  0.6 1  4.8  95   95   67 248 -340  2
4179500 2403500  4 23  8   9.7  969 110  1.4 0  5.8  86  259   91 253 -350  2
4179500 2403500  4 23  9  13.0  968 110  1.4 0  6.2  71  422  100 261 -365  2
4179500 2403500  4 23 10  15.1  968 100  1.4 1  6.3  60  558  110 274 -383  2
4179500 2403500  4 23 11  18.4  968 130  2.8 2  5.9  48  661  119 290 -400  2
4179500 2403500  4 23 12  19.9  968 130  3.1 2  5.7  40  695  135 302 -415  2
4179500 2403500  4 23 13  20.1  968  80  3.1 3  5.6  37  663  163 308 -426  2
4179500 2403500  4 23 14  20.3  967  60  2.6 4  5.4  35  612  171 317 -431  2
4179500 2403500  4 23 15  20.8  967 100  2.2 3  5.4  34  544  158 319 -431  2
4179500 2403500  4 23 16  20.8  966  10  2.6 3  5.8  36  409  154 319 -427  2
4179500 2403500  4 23 17  20.5  966  60  3.0 6  5.8  36  217  158 329 -418  2
4179500 2403500  4 23 18  20.1  966  60  2.3 6  5.3  34   84  114 340 -406  2
4179500 2403500  4 23 19  17.2  966  40  1.4 6  5.9  42   16   42 337 -392  2
4179500 2403500  4 23 20  12.4  966   0  0.6 6  6.2  56    0    0 328 -380  2
4179500 2403500  4 23 21  10.2  966 280  1.1 5  5.8  66    0    0 313 -372  2
4179500 2403500  4 23 22   8.5  966 300  1.1 1  5.6  73    0    0 288 -366  2
4179500 2403500  4 23 23   7.4  967 260  1.0 1  5.4  78    0    0 267 -363  2
4179500 2403500  4 23 24   7.2  967 360  0.6 5  5.4  80    0    0 281 -360  2
4179500 2403500  4 24  1   5.9  967 290  1.1 7  5.4  85    0    0 303 -357  2
4179500 2403500  4 24  2   5.5  967 290  0.9 8  5.3  88    0    0 312 -355  2
4179500 2403500  4 24  3   5.7  967   0  0.5 7  5.3  89    0    0 311 -353  2
4179500 2403500  4 24  4   5.3  967   0  0.6 6  5.3  90    0    0 304 -350  2
4179500 2403500  4 24  5   5.1  967 120  0.8 6  5.2  91    0    0 300 -348  2
4179500 2403500  4 24  6   5.0  967 270  0.6 6  5.3  92    4   16 299 -347  2
4179500 2403500  4 24  7   6.9  967 290  0.8 5  5.7  93   65   84 298 -349  2
4179500 2403500  4 24  8   9.9  968 360  0.6 3  6.2  87  199  145 293 -359  2
4179500 2403500  4 24  9  13.3  968 240  1.5 3  6.8  76  326  189 295 -376  2
4179500 2403500  4 24 10  17.2  969 240  1.4 4  7.3  64  413  238 311 -394  2
4179500 2403500  4 24 11  19.6  968 210  1.1 5  7.2  52  483  272 329 -413  2
4179500 2403500  4 24 12  21.1  969 190  1.6 5  6.8  44  505  304 337 -429  2
4179500 2403500  4 24 13  21.6  968 200  1.5 5  6.8  41  419  354 338 -441  2
4179500 2403500  4 24 14  21.7  968  70  3.1 5  6.6  39  319  370 337 -449  2
4179500 2403500  4 24 15  22.0  967 300  2.4 5  6.1  36  247  343 335 -451  2
4179500 2403500  4 24 16  22.1  967 280  2.7 5  5.9  34  188  287 334 -445  2
4179500 2403500  4 24 17  20.4  968 290  3.2 6  6.1  37   72  214 333 -434  2
4179500 2403500  4 24 18  15.2  967 310  6.3 7  7.1  53    9  112 331 -420  2
4179500 2403500  4 24 19  13.5  968 330  5.7 7  8.3  77    0   19 325 -407  2
4179500 2403500  4 24 20  13.0  969 350  3.7 8  8.2  82    0    0 325 -395  2
4179500 2403500  4 24 21  12.5  970  50  3.7 8  8.0  83    0    0 325 -385  2
4179500 2403500  4 24 22  12.0  969 250  3.3 7  8.2  88    0    0 321 -379  2
4179500 2403500  4 24 23  11.9  970 280  3.2 7  8.3  91    0    0 317 -375  2
4179500 2403500  4 24 24  12.0  971 290  3.2 8  8.3  91    0    0 320 -373  2
4179500 2403500  4 25  1  10.9  971 310  5.1 7  8.0  90    0    0 318 -372  2
4179500 2403500  4 25  2   9.6  971 310  5.5 6  7.2  89    0    0 309 -370  2
4179500 2403500  4 25  3   8.4  972 310  4.9 6  6.7  90    0    0 303 -368  2
4179500 2403500  4 25  4   8.1  972  14  4.1 5  6.6  93    0    0 297 -369  2
4179500 2403500  4 25  5   8.1  972 144  4.2 8  6.6  93    0    0 305 -369  2
4179500 2403500  4 25  6   7.9  973 280  3.5 8  6.4  91    0    2 316 -368  2
4179500 2403500  4 25  7   8.0  972 257  3.8 8  6.2  90    0   20 316 -369  2
4179500 2403500  4 25  8   8.2  973 300  5.2 8  6.0  86    0   62 315 -378  2
4179500 2403500  4 25  9   9.0  974 310  4.5 7  5.9  81   11  191 313 -394  2
4179500 2403500  4 25 10   9.6  974 300  4.2 6  5.8  77   84  291 307 -415  2
4179500 2403500  4 25 11  10.2  974 300  4.3 7  5.7  72   25  291 308 -436  2
4179500 2403500  4 25 12  11.5  974 290  4.1 6  5.9  70   29  309 310 -455  2
4179500 2403500  4 25 13  11.1  974 310  5.7 4  5.5  63  167  336 303 -466  2
4179500 2403500  4 25 14  12.6  974 310  6.1 4  5.0  56  181  334 298 -463  2
4179500 2403500  4 25 15  11.3  974 101  5.8 4  5.0  55  137  302 298 -447  2
4179500 2403500  4 25 16  11.6  974 231  4.2 6  5.0  58    0  130 302 -428  2
4179500 2403500  4 25 17  10.3  974 280  3.7 7  5.2  62    6  151 309 -422  2
4179500 2403500  4 25 18  11.5  974 310  3.8 5  4.9  58   71  113 305 -418  2
4179500 2403500  4 25 19   9.2  974 319  2.7 4  4.7  58   17   44 295 -408  2
4179500 2403500  4 25 20   7.5  974 310  1.6 4  4.8  67    0    0 287 -398  2
4179500 2403500  4 25 21   6.2  975 310  1.8 6  4.6  72    0    0 290 -392  2
4179500 2403500  4 25 22   5.4  975 270  1.2 5  4.6  76    0    0 290 -388  2
4179500 2403500  4 25 23   4.0  975 270  1.5 5  4.6  83    0    0 283 -385  2
4179500 2403500  4 25 24   4.6  976 270  1.7 6  4.6  86    0    0 285 -383  2
4179500 2403500  4 26  1   3.3  975 270  1.6 5  4.6  88    0    0 283 -381  2
4179500 2403500  4 26  2   1.8  974 336  1.7 6  4.3  90    0    0 277 -377  2
4179500 2403500  4 26  3   2.4  974 260  1.9 8  4.2  92    0    0 286 -374  2
4179500 2403500  4 26  4   4.0  974 290  1.5 8  4.7  94    0    0 297 -374  2
4179500 2403500  4 26  5   5.1  975 280  1.6 8  5.1  94    0    0 301 -373  2
4179500 2403500  4 26  6   5.6  975 290  2.2 8  5.4  93    0    6 304 -371  2
4179500 2403500  4 26  7   6.3  975 290  2.1 8  5.5  91    0   41 305 -372  2
4179500 2403500  4 26  8   7.4  975 330  2.2 7  5.7  89    1  112 301 -379  2
4179500 2403500  4 26  9   8.6  975 340  2.5 7  5.6  81   11  202 299 -392  2
4179500 2403500  4 26 10   9.1  975  30  2.5 7  5.3  72   35  281 299 -409  2
4179500 2403500  4 26 11   9.0  976   0  2.9 8  5.0  67    0  179 300 -428  2
4179500 2403500  4 26 12   9.2  976 340  3.8 8  5.1  69    0  129 304 -441  2
4179500 2403500  4 26 13  10.4  977 360  3.9 6  5.4  69   27  304 301 -447  2
4179500 2403500  4 26 14   9.4  977  10  4.2 7  5.2  66   15  278 300 -447  2
4179500 2403500  4 26 15   9.9  977  20  3.9 7  4.8  62    0  133 304 -444  2
4179500 2403500  4 26 16  10.2  977 354  3.5 6  4.8  60   19  217 301 -437  2
4179500 2403500  4 26 17  10.1  977 350  1.7 6  4.8  60   40  185 296 -427  2
4179500 2403500  4 26 18  10.1  977 330  2.8 7  4.9  62    8  107 302 -415  2
4179500 2403500  4 26 19   9.1  978 310  2.1 8  5.2  67    0   30 311 -401  2
4179500 2403500  4 26 20   8.6  977 340  1.4 7  5.3  73    0    0 309 -388  2
4179500 2403500  4 26 21   8.4  978  30  1.1 8  5.3  74    0    0 308 -378  2
4179500 2403500  4 26 22   7.7  978 290  1.0 7  5.5  79    0    0 307 -372  2
4179500 2403500  4 26 23   7.6  978  60  0.9 8  5.7  84    0    0 307 -367  2
4179500 2403500  4 26 24   7.4  978 130  0.5 8  5.6  84    0    0 312 -364  2
4179500 2403500  4 27  1   7.2  978  90  1.3 7  5.6  85    0    0 308 -361  2
4179500 2403500  4 27  2   6.9  977  90  1.2 7  5.7  88    0    0 302 -360  2
4179500 2403500  4 27  3   6.8  977  90  1.3 6  5.7  90    0    0 297 -360  2
4179500 2403500  4 27  4   6.4  976  20  1.1 6  5.8  91    0    0 291 -362  2
4179500 2403500  4 27  5   6.5  976  80  1.2 6  5.8  93    0    0 292 -363  2
4179500 2403500  4 27  6   6.4  976  80  1.9 6  5.8  94    2   16 292 -365  2
4179500 2403500  4 27  7   7.2  976  70  2.4 5  5.8  91   28   88 286 -367  2
4179500 2403500  4 27  8   9.5  975 100  3.8 3  6.0  84  181  145 269 -369  2
4179500 2403500  4 27  9  11.0  976 100  3.9 3  6.0  74  259  218 262 -373  2
4179500 2403500  4 27 10  11.9  975 110  4.1 5  5.9  68  202  321 281 -377  2
4179500 2403500  4 27 11  13.4  975 100  4.6 5  6.2  66  292  357 302 -382  2
4179500 2403500  4 27 12  13.7  974  90  5.3 4  6.1  60  383  360 301 -389  2
4179500 2403500  4 27 13  14.9  974  80  6.2 3  5.6  54  349  373 291 -397  2
4179500 2403500  4 27 14  15.8  973 100  6.4 2  5.5  48  488  297 281 -404  2
4179500 2403500  4 27 15  15.7  973  80  6.0 2  5.0  44  450  260 276 -403  2
4179500 2403500  4 27 16  15.7  972  80  5.5 2  4.8  42  364  222 277 -396  2
4179500 2403500  4 27 17  15.7  971  90  5.4 3  4.8  42  233  183 282 -393  2
4179500 2403500  4 27 18  15.1  971  80  4.5 4  5.0  44  114  124 293 -392  2
4179500 2403500  4 27 19  13.5  971  90  2.5 6  5.2  50   21   51 308 -389  2
4179500 2403500  4 27 20  11.2  970  80  2.3 6  5.4  58    0    1 313 -383  2
4179500 2403500  4 27 21  10.3  970  80  2.4 3  5.5  66    0    0 291 -380  2
4179500 2403500  4 27 22  10.0  970  90  2.6 2  5.6  69    0    0 265 -377  2
4179500 2403500  4 27 23   9.4  970  80  3.2 2  5.6  71    0    0 257 -376  2
4179500 2403500  4 27 24   9.6  970  70  3.3 4  5.6  73    0    0 268 -375  2
4179500 2403500  4 28  1   8.7  969  80  3.2 3  5.6  74    0    0 272 -373  2
4179500 2403500  4 28  2   8.4  969  70  3.4 5  5.5  76    0    0 275 -370  2
4179500 2403500  4 28  3   7.8  969  70  2.8 5  5.4  77    0    0 284 -368  2
4179500 2403500  4 28  4   7.1  968  70  2.9 3  5.3  80    0    0 270 -367  2
4179500 2403500  4 28  5   6.4  968  70  2.2 5  5.3  82    0    0 268 -364  2
4179500 2403500  4 28  6   6.8  967  80  1.5 5  5.3  83    9   19 278 -361  2
4179500 2403500  4 28  7   8.4  968 110  2.1 5  5.6  82   87   75 280 -361  2
4179500 2403500  4 28  8  10.2  968 110  4.0 4  5.7  75  201  121 278 -368  2
4179500 2403500  4 28  9  12.5  967 120  3.4 4  5.8  66  312  170 279 -380  2
4179500 2403500  4 28 10  14.2  968 100  2.8 5  6.0  60  494  164 294 -398  2
4179500 2403500  4 28 11  15.3  967 120  3.1 5  6.2  57  554  201 305 -419  2
4179500 2403500  4 28 12  17.4  967 130  3.5 5  6.5  54  615  207 314 -438  2
4179500 2403500  4 28 13  18.5  966 140  3.0 5  6.3  47  648  196 320 -451  2
4179500 2403500  4 28 14  19.3  966  23  2.7 3  5.9  42  620  190 314 -454  2
4179500 2403500  4 28 15  19.5  965 110  2.7 2  5.8  40  523  190 304 -450  2
4179500 2403500  4 28 16  19.0  965  50  2.9 2  5.9  40  401  177 299 -442  2
4179500 2403500  4 28 17  18.9  964  90  3.3 2  5.9  41  262  151 298 -431  2
4179500 2403500  4 28 18  18.2  964  80  3.3 3  5.8  41  139  105 301 -415  2
4179500 2403500  4 28 19  15.9  963  60  1.9 3  5.9  46   26   48 303 -402  2
4179500 2403500  4 28 20  13.2  963  50  1.6 1  6.1  56    0    1 287 -389  2
4179500 2403500  4 28 21  13.2  964 100  3.1 3  6.2  62    0    0 284 -380  2
4179500 2403500  4 28 22  12.0  965 110  2.4 0  6.3  66    0    0 277 -376  2
4179500 2403500  4 28 23  11.2  965 100  2.5 0  6.3  71    0    0 259 -372  2
4179500 2403500  4 28 24  10.4  964 100  2.5 2  6.3  74    0    0 267 -369  2
4179500 2403500  4 29  1   8.3  964  70  1.1 1  5.8  75    0    0 267 -367  2
4179500 2403500  4 29  2   6.4  964 110  1.3 0  5.4  80    0    0 250 -366  2
4179500 2403500  4 29  3   4.9  964 330  1.1 1  5.2  86    0    0 245 -365  2
4179500 2403500  4 29  4   3.9  963   0  0.5 0  4.9  90    0    0 240 -365  2
4179500 2403500  4 29  5   3.3  963 280  1.0 1  4.7  91    0    0 234 -366  2
4179500 2403500  4 29  6   4.4  963 280  0.8 1  4.6  88    9   18 239 -368  2
4179500 2403500  4 29  7   7.9  965 100  1.6 1  5.5  89   90   76 245 -371  2
4179500 2403500  4 29  8  11.1  964 110  1.4 0  6.4  82  246  113 251 -378  2
4179500 2403500  4 29  9  13.5  965 120  2.1 0  6.5  70  399  133 256 -385  2
4179500 2403500  4 29 10  15.9  964 120  1.9 0  6.9  63  540  145 264 -392  2
4179500 2403500  4 29 11  18.0  964 150  2.3 0  6.7  53  645  154 272 -398  2
4179500 2403500  4 29 12  19.6  964 140  2.2 1  6.4  45  689  170 287 -407  2
4179500 2403500  4 29 13  20.7  963 160  2.0 1  6.1  39  711  166 301 -423  2
4179500 2403500  4 29 14  21.6  962 140  2.7 1  5.9  36  670  165 308 -434  2
4179500 2403500  4 29 15  22.0  961 110  3.4 1  6.0  35  560  173 312 -438  2
4179500 2403500  4 29 16  21.9  961  80  3.8 1  5.9  34  433  163 311 -438  2
4179500 2403500  4 29 17  21.4  960  80  4.3 1  5.6  33  278  145 308 -431  2
4179500 2403500  4 29 18  20.4  960  80  4.0 3  5.5  34  121  111 314 -419  2
4179500 2403500  4 29 19  18.1  959  70  3.2 6  6.0  41   21   48 333 -408  2
4179500 2403500  4 29 20  16.4  960  70  2.5 7  6.4  50    0    1 345 -399  2
4179500 2403500  4 29 21  15.2  959 120  1.5 6  6.3  53    0    0 342 -393  2
4179500 2403500  4 29 22  13.7  959  80  1.6 2  6.1  57    0    0 314 -390  2
4179500 2403500  4 29 23  13.6  959 100  2.0 2  6.2  60    0    0 292 -387  2
4179500 2403500  4 29 24  12.7  959  90  2.1 8  6.3  63    0    0 317 -386  2
4179500 2403500  4 30  1  11.9  959 100  1.9 7  6.4  67    0    0 335 -383  2
4179500 2403500  4 30  2  11.6  959 100  1.8 7  6.4  70    0    0 326 -381  2
4179500 2403500  4 30  3  10.8  959  80  1.7 6  6.2  71    0    0 318 -379  2
4179500 2403500  4 30  4   9.6  959 210  0.9 6  5.8  71    0    0 308 -378  2
4179500 2403500  4 30  5  10.1  958 300  1.5 5  5.4  68    0    0 300 -377  2
4179500 2403500  4 30  6  11.4  960 183  1.0 6  5.4  63   10   21 301 -376  2
4179500 2403500  4 30  7  11.9  960   0  0.6 5  6.0  67   80   82 304 -378  2
4179500 2403500  4 30  8  13.7  959 110  1.7 4  6.8  70  188  135 292 -385  2
4179500 2403500  4 30  9  16.3  959 120  1.8 5  6.8  60  218  228 296 -396  2
4179500 2403500  4 30 10  18.5  959 110  1.8 6  6.4  49  368  249 320 -412  2
4179500 2403500  4 30 11  19.9  958  90  1.9 5  5.9  40  546  224 326 -430  2
4179500 2403500  4 30 12  21.4  957 120  3.1 5  5.2  33  603  234 323 -446  2
4179500 2403500  4 30 13  22.0  957  70  3.2 4  5.1  30  337  357 321 -456  2
4179500 2403500  4 30 14  22.4  956  90  3.4 4  5.4  31  582  232 320 -460  2
4179500 2403500  4 30 15  22.2  956 110  5.2 3  5.6  31  510  217 316 -458  2
4179500 2403500  4 30 16  23.1  955 100  5.5 3  5.8  32  388  199 308 -449  2
4179500 2403500  4 30 17  22.9  955 100  6.1 3  5.8  31  252  167 309 -438  2
4179500 2403500  4 30 18  21.9  954  90  5.5 4  5.8  32  125  116 315 -427  2
4179500 2403500  4 30 19  20.3  954  90  3.2 5  6.0  36   27   49 326 -417  2
4179500 2403500  4 30 20  18.7  953 100  4.2 6  6.5  43    0    1 334 -409  2
4179500 2403500  4 30 21  17.3  954  90  3.4 6  7.0  51    0    0 337 -402  2
4179500 2403500  4 30 22  16.3  954 100  3.7 1  7.6  60    0    0 297 -397  2
4179500 2403500  4 30 23  14.6  954  90  3.5 1  7.6  65    0    0 259 -393  2
4179500 2403500  4 30 24  13.6  954  80  2.5 2  7.3  69    0    0 263 -390  2
4179500 2403500  5  1  1  11.8  954  90  2.4 0  7.3  75    0    0 257 -387  2
4179500 2403500  5  1  2   9.6  954 100  2.9 1  6.9  81    0    0 252 -384  2
4179500 2403500  5  1  3   8.7  953 100  2.9 2  6.4  84    0    0 262 -382  2
4179500 2403500  5  1  4   8.4  953 100  2.7 1  6.3  85    0    0 263 -380  2
4179500 2403500  5  1  5   7.4  952 100  2.1 1  6.0  84    0    0 259 -379  2
4179500 2403500  5  1  6   9.1  953 100  2.7 2  6.2  85    9   21 267 -378  2
4179500 2403500  5  1  7  11.7  953  90  2.7 3  6.8  81   39   88 287 -380  2
4179500 2403500  5  1  8  13.9  953 110  3.8 5  6.7  68   68  178 310 -386  2
4179500 2403500  5  1  9  16.2  953 110  3.5 5  6.4  57  138  261 328 -394  2
4179500 2403500  5  1 10  18.9  953 100  4.0 6  6.4  48  265  311 341 -412  2
4179500 2403500  5  1 11  21.1  952 110  4.3 5  6.2  40  501  273 349 -441  2
4179500 2403500  5  1 12  22.7  953 110  4.6 5  5.9  34  567  284 351 -466  2
4179500 2403500  5  1 13  24.0  952  90  5.3 4  5.7  30  580  286 351 -481  2
4179500 2403500  5  1 14  24.5  952  90  5.2 4  5.7  28  528  287 349 -486  2
4179500 2403500  5  1 15  24.3  952  90  4.0 4  5.6  28  329  325 350 -480  2
4179500 2403500  5  1 16  24.1  952 100  4.8 4  5.6  28  203  292 350 -462  2
4179500 2403500  5  1 17  23.5  952 100  4.1 6  5.5  28  113  223 358 -447  2
4179500 2403500  5  1 18  22.9  952 301  3.8 5  5.5  29   40  138 361 -435  2
4179500 2403500  5  1 19  20.1  953  50  2.2 7  6.0  35    0   26 361 -422  2
4179500 2403500  5  1 20  17.9  953 190  2.8 6  6.9  48    0    1 360 -414  2
4179500 2403500  5  1 21  14.9  954 280  2.3 6  7.4  60    0    0 346 -407  2
4179500 2403500  5  1 22  14.2  955 320  2.0 4  7.5  68    0    0 328 -400  2
4179500 2403500  5  1 23  12.6  954 320  2.1 4  7.6  74    0    0 312 -394  2
4179500 2403500  5  1 24  12.0  954 100  1.9 6  7.5  79    0    0 320 -391  2
4179500 2403500  5  2  1  10.9  955 350  2.0 5  7.2  84    0    0 315 -389  2
4179500 2403500  5  2  2   9.6  955 280  1.9 5  7.0  85    0    0 311 -388  2
4179500 2403500  5  2  3   9.5  955 300  1.6 5  6.9  88    0    0 308 -386  2
4179500 2403500  5  2  4  10.0  955 238  1.2 5  7.2  90    0    0 310 -385  2
4179500 2403500  5  2  5  10.2  956 240  1.3 7  7.5  91    0    0 324 -384  2
4179500 2403500  5  2  6  11.1  956 270  1.6 8  7.8  91    0    7 345 -384  2
4179500 2403500  5  2  7  13.1  957 262  1.6 6  7.8  84    0   57 342 -385  2
4179500 2403500  5  2  8  14.6  957 249  3.3 8  8.2  78    0   65 348 -388  2
4179500 2403500  5  2  9  13.4  958 270  3.1 8  8.9  84    0  127 362 -393  2
4179500 2403500  5  2 10  16.6  958 239  4.4 5  9.5  84   49  382 346 -399  2
4179500 2403500  5  2 11  17.9  959 253  4.2 5  9.6  74   80  461 336 -406  2
4179500 2403500  5  2 12  17.2  960 280  5.5 6  9.1  68   10  347 344 -410  2
4179500 2403500  5  2 13  17.4  960 270  5.8 4  8.9  68   27  406 340 -407  2
4179500 2403500  5  2 14  16.1  960 300  3.9 5  8.8  70   23  374 333 -405  2
4179500 2403500  5  2 15  15.3  960 300  5.3 5  8.5  72   13  311 335 -406  2
4179500 2403500  5  2 16  14.7  959 270  3.7 7  8.3  74    0  119 342 -404  2
4179500 2403500  5  2 17  15.0  960 300  4.1 8  8.1  73    0  102 357 -397  2
4179500 2403500  5  2 18  15.2  960 300  3.2 6  8.2  72    1  107 352 -393  2
4179500 2403500  5  2 19  14.9  960 290  2.2 6  8.3  74    0   46 343 -390  2
4179500 2403500  5  2 20  13.6  960 300  1.1 7  8.2  76    0    3 345 -387  2
4179500 2403500  5  2 21  12.7  961 300  1.9 6  8.0  80    0    0 341 -383  2
4179500 2403500  5  2 22  12.1  962 290  2.4 6  8.0  84    0    0 335 -381  2
4179500 2403500  5  2 23  11.4  962 290  1.9 6  7.8  86    0    0 333 -379  2
4179500 2403500  5  2 24   9.3  961 290  1.3 8  7.3  88    0    0 338 -377  2
4179500 2403500  5  3  1   7.7  962 310  1.9 5  6.7  92    0    0 326 -376  2
4179500 2403500  5  3  2   7.6  962 280  1.5 5  6.5  95    0    0 309 -375  2
4179500 2403500  5  3  3   8.0  962 290  1.6 6  6.7  97    0    0 315 -374  2
4179500 2403500  5  3  4   8.6  962 310  1.2 8  6.9  96    0    0 331 -374  2
4179500 2403500  5  3  5   9.2  962 270  1.4 8  7.1  95    0    0 341 -373  2
4179500 2403500  5  3  6  10.0  962 260  2.0 7  7.3  93    0   20 339 -372  2
4179500 2403500  5  3  7  10.9  962 270  2.7 8  7.3  88    7   85 341 -374  2
4179500 2403500  5  3  8  11.9  963 280  2.9 7  7.1  81   55  175 342 -380  2
4179500 2403500  5  3  9  13.5  963 280  3.0 7  7.3  76  135  245 343 -388  2
4179500 2403500  5  3 10  14.5  963 280  2.6 6  7.4  71  246  282 342 -396  2
4179500 2403500  5  3 11  15.0  963 300  2.1 6  7.4  67  129  364 340 -405  2
4179500 2403500  5  3 12  16.2  962 220  2.1 6  7.6  65  101  381 343 -414  2
4179500 2403500  5  3 13  16.4  962 270  1.7 7  7.4  60   28  338 349 -422  2
4179500 2403500  5  3 14  17.5  963 151  2.4 6  7.0  56  157  366 350 -414  2
4179500 2403500  5  3 15  17.4  962 320  2.3 6  7.0  54  146  329 347 -399  2
4179500 2403500  5  3 16  16.9  962  10  2.6 7  7.1  55   83  270 351 -396  2
4179500 2403500  5  3 17  17.2  961  30  2.4 7  6.8  53   67  208 354 -393  2
4179500 2403500  5  3 18  16.9  961 320  1.3 7  6.4  50   11  121 353 -388  2
4179500 2403500  5  3 19  14.5  960 210  1.9 8  6.9  59    0   21 354 -385  2
4179500 2403500  5  3 20  11.9  961 190  1.9 8  7.3  73    0    0 351 -382  2
4179500 2403500  5  3 21  10.8  962 230  2.4 7  7.4  83    0    0 341 -379  2
4179500 2403500  5  3 22  10.9  963 255  2.0 8  7.7  90    0    0 340 -377  2
4179500 2403500  5  3 23  10.4  963  10  1.7 8  7.8  92    0    0 344 -376  2
4179500 2403500  5  3 24  10.2  962 320  2.2 7  7.5  92    0    0 338 -374  2
4179500 2403500  5  4  1   8.9  962 201  1.9 5  7.1  91    0    0 319 -373  2
4179500 2403500  5  4  2   8.5  961  90  0.9 3  6.9  93    0    0 295 -372  2
4179500 2403500  5  4  3   7.5  961 110  1.3 4  6.7  96    0    0 288 -372  2
4179500 2403500  5  4  4   6.5  961 100  2.0 5  6.5  98    0    0 294 -372  2
4179500 2403500  5  4  5   6.4  961 175  1.6 3  6.3  99    0    0 287 -372  2
4179500 2403500  5  4  6   6.5  961 100  1.5 4  6.3  99    4   27 281 -371  2
4179500 2403500  5  4  7   8.4  961  90  2.0 6  6.7  99   84   93 298 -372  2
4179500 2403500  5  4  8  10.3  960 110  1.6 3  7.3  95  252  122 298 -372  2
4179500 2403500  5  4  9  13.3  960  80  2.3 3  7.9  87  438  123 290 -373  2
4179500 2403500  5  4 10  15.4  960 120  3.3 3  8.0  74  585  125 299 -374  2
4179500 2403500  5  4 11  17.6  960 120  3.8 2  7.2  58  667  140 300 -376  2
4179500 2403500  5  4 12  19.0  959 110  3.5 4  6.7  48  702  157 310 -379  2
4179500 2403500  5  4 13  19.8  958 130  3.7 5  6.1  41  649  199 328 -381  2
4179500 2403500  5  4 14  20.1  957 110  4.1 6  6.0  39  501  260 341 -382  2
4179500 2403500  5  4 15  20.7  957 100  4.1 5  6.7  42  372  274 344 -383  2
4179500 2403500  5  4 16  19.8  955 110  3.7 6  6.9  44   72  276 344 -383  2
4179500 2403500  5  4 17  19.1  955 212  4.8 7  7.0  47    0   93 354 -384  2
4179500 2403500  5  4 18  18.3  954  90  3.3 7  7.2  50    0   50 358 -384  2
4179500 2403500  5  4 19  17.6  954 100  2.4 6  7.3  54    0   21 348 -383  2
4179500 2403500  5  4 20  16.8  954  90  2.6 8  7.5  57    0    1 352 -381  2
