#1
double	Pel(35040, 2)
1531830600	180
1531831500	180
1531832400	180
1531833300	180
1531834200	180
1531835100	180
1531836000	236
1531836900	236
1531837800	236
1531838700	236
1531839600	436
1531840500	436
1531841400	436
1531842300	436
1531843200	844
1531844100	844
1531845000	844
1531845900	844
1531846800	832
1531847700	832
1531848600	832
1531849500	832
1531850400	512
1531851300	512
1531852200	512
1531853100	512
1531854000	472
1531854900	472
1531855800	472
1531856700	472
1531857600	436
1531858500	436
1531859400	436
1531860300	436
1531861200	356
1531862100	356
1531863000	356
1531863900	356
1531864800	240
1531865700	240
1531866600	240
1531867500	240
1531868400	232
1531869300	232
1531870200	232
1531871100	232
1531872000	264
1531872900	264
1531873800	264
1531874700	264
1531875600	260
1531876500	260
1531877400	260
1531878300	260
1531879200	224
1531880100	224
1531881000	224
1531881900	224
1531882800	256
1531883700	256
1531884600	256
1531885500	256
1531886400	360
1531887300	360
1531888200	360
1531889100	360
1531890000	476
1531890900	476
1531891800	476
1531892700	476
1531893600	420
1531894500	420
1531895400	420
1531896300	420
1531897200	232
1531898100	232
1531899000	232
1531899900	232
1531900800	232
1531901700	232
1531902600	232
1531903500	232
1531904400	204
1531905300	204
1531906200	204
1531907100	204
1531908000	180
1531908900	180
1531909800	180
1531910700	180
1531911600	176
1531912500	176
1531913400	176
1531914300	176
1531915200	180
1531916100	180
1531917000	180
1531917900	180
1531918800	180
1531919700	180
1531920600	180
1531921500	180
1531922400	236
1531923300	236
1531924200	236
1531925100	236
1531926000	436
1531926900	436
1531927800	436
1531928700	436
1531929600	844
1531930500	844
1531931400	844
1531932300	844
1531933200	832
1531934100	832
1531935000	832
1531935900	832
1531936800	512
1531937700	512
1531938600	512
1531939500	512
1531940400	472
1531941300	472
1531942200	472
1531943100	472
1531944000	436
1531944900	436
1531945800	436
1531946700	436
1531947600	356
1531948500	356
1531949400	356
1531950300	356
1531951200	240
1531952100	240
1531953000	240
1531953900	240
1531954800	232
1531955700	232
1531956600	232
1531957500	232
1531958400	264
1531959300	264
1531960200	264
1531961100	264
1531962000	260
1531962900	260
1531963800	260
1531964700	260
1531965600	224
1531966500	224
1531967400	224
1531968300	224
1531969200	256
1531970100	256
1531971000	256
1531971900	256
1531972800	360
1531973700	360
1531974600	360
1531975500	360
1531976400	476
1531977300	476
1531978200	476
1531979100	476
1531980000	420
1531980900	420
1531981800	420
1531982700	420
1531983600	232
1531984500	232
1531985400	232
1531986300	232
1531987200	232
1531988100	232
1531989000	232
1531989900	232
1531990800	204
1531991700	204
1531992600	204
1531993500	204
1531994400	180
1531995300	180
1531996200	180
1531997100	180
1531998000	176
1531998900	176
1531999800	176
1532000700	176
1532001600	180
1532002500	180
1532003400	180
1532004300	180
1532005200	180
1532006100	180
1532007000	180
1532007900	180
1532008800	236
1532009700	236
1532010600	236
1532011500	236
1532012400	436
1532013300	436
1532014200	436
1532015100	436
1532016000	844
1532016900	844
1532017800	844
1532018700	844
1532019600	832
1532020500	832
1532021400	832
1532022300	832
1532023200	512
1532024100	512
1532025000	512
1532025900	512
1532026800	472
1532027700	472
1532028600	472
1532029500	472
1532030400	436
1532031300	436
1532032200	436
1532033100	436
1532034000	356
1532034900	356
1532035800	356
1532036700	356
1532037600	240
1532038500	240
1532039400	240
1532040300	240
1532041200	232
1532042100	232
1532043000	232
1532043900	232
1532044800	264
1532045700	264
1532046600	264
1532047500	264
1532048400	260
1532049300	260
1532050200	260
1532051100	260
1532052000	224
1532052900	224
1532053800	224
1532054700	224
1532055600	256
1532056500	256
1532057400	256
1532058300	256
1532059200	360
1532060100	360
1532061000	360
1532061900	360
1532062800	476
1532063700	476
1532064600	476
1532065500	476
1532066400	420
1532067300	420
1532068200	420
1532069100	420
1532070000	232
1532070900	232
1532071800	232
1532072700	232
1532073600	232
1532074500	232
1532075400	232
1532076300	232
1532077200	204
1532078100	204
1532079000	204
1532079900	204
1532080800	180
1532081700	180
1532082600	180
1532083500	180
1532084400	176
1532085300	176
1532086200	176
1532087100	176
1532088000	180
1532088900	180
1532089800	180
1532090700	180
1532091600	180
1532092500	180
1532093400	180
1532094300	180
1532095200	236
1532096100	236
1532097000	236
1532097900	236
1532098800	436
1532099700	436
1532100600	436
1532101500	436
1532102400	844
1532103300	844
1532104200	844
1532105100	844
1532106000	832
1532106900	832
1532107800	832
1532108700	832
1532109600	512
1532110500	512
1532111400	512
1532112300	512
1532113200	472
1532114100	472
1532115000	472
1532115900	472
1532116800	436
1532117700	436
1532118600	436
1532119500	436
1532120400	356
1532121300	356
1532122200	356
1532123100	356
1532124000	240
1532124900	240
1532125800	240
1532126700	240
1532127600	232
1532128500	232
1532129400	232
1532130300	232
1532131200	264
1532132100	264
1532133000	264
1532133900	264
1532134800	260
1532135700	260
1532136600	260
1532137500	260
1532138400	224
1532139300	224
1532140200	224
1532141100	224
1532142000	256
1532142900	256
1532143800	256
1532144700	256
1532145600	360
1532146500	360
1532147400	360
1532148300	360
1532149200	476
1532150100	476
1532151000	476
1532151900	476
1532152800	420
1532153700	420
1532154600	420
1532155500	420
1532156400	232
1532157300	232
1532158200	232
1532159100	232
1532160000	232
1532160900	232
1532161800	232
1532162700	232
1532163600	204
1532164500	204
1532165400	204
1532166300	204
1532167200	180
1532168100	180
1532169000	180
1532169900	180
1532170800	176
1532171700	176
1532172600	176
1532173500	176
1532174400	180
1532175300	180
1532176200	180
1532177100	180
1532178000	180
1532178900	180
1532179800	180
1532180700	180
1532181600	236
1532182500	236
1532183400	236
1532184300	236
1532185200	436
1532186100	436
1532187000	436
1532187900	436
1532188800	844
1532189700	844
1532190600	844
1532191500	844
1532192400	832
1532193300	832
1532194200	832
1532195100	832
1532196000	512
1532196900	512
1532197800	512
1532198700	512
1532199600	472
1532200500	472
1532201400	472
1532202300	472
1532203200	436
1532204100	436
1532205000	436
1532205900	436
1532206800	356
1532207700	356
1532208600	356
1532209500	356
1532210400	240
1532211300	240
1532212200	240
1532213100	240
1532214000	232
1532214900	232
1532215800	232
1532216700	232
1532217600	264
1532218500	264
1532219400	264
1532220300	264
1532221200	260
1532222100	260
1532223000	260
1532223900	260
1532224800	224
1532225700	224
1532226600	224
1532227500	224
1532228400	256
1532229300	256
1532230200	256
1532231100	256
1532232000	360
1532232900	360
1532233800	360
1532234700	360
1532235600	476
1532236500	476
1532237400	476
1532238300	476
1532239200	420
1532240100	420
1532241000	420
1532241900	420
1532242800	232
1532243700	232
1532244600	232
1532245500	232
1532246400	232
1532247300	232
1532248200	232
1532249100	232
1532250000	204
1532250900	204
1532251800	204
1532252700	204
1532253600	180
1532254500	180
1532255400	180
1532256300	180
1532257200	176
1532258100	176
1532259000	176
1532259900	176
1532260800	180
1532261700	180
1532262600	180
1532263500	180
1532264400	180
1532265300	180
1532266200	180
1532267100	180
1532268000	236
1532268900	236
1532269800	236
1532270700	236
1532271600	436
1532272500	436
1532273400	436
1532274300	436
1532275200	844
1532276100	844
1532277000	844
1532277900	844
1532278800	832
1532279700	832
1532280600	832
1532281500	832
1532282400	512
1532283300	512
1532284200	512
1532285100	512
1532286000	472
1532286900	472
1532287800	472
1532288700	472
1532289600	436
1532290500	436
1532291400	436
1532292300	436
1532293200	356
1532294100	356
1532295000	356
1532295900	356
1532296800	240
1532297700	240
1532298600	240
1532299500	240
1532300400	232
1532301300	232
1532302200	232
1532303100	232
1532304000	264
1532304900	264
1532305800	264
1532306700	264
1532307600	260
1532308500	260
1532309400	260
1532310300	260
1532311200	224
1532312100	224
1532313000	224
1532313900	224
1532314800	256
1532315700	256
1532316600	256
1532317500	256
1532318400	360
1532319300	360
1532320200	360
1532321100	360
1532322000	476
1532322900	476
1532323800	476
1532324700	476
1532325600	420
1532326500	420
1532327400	420
1532328300	420
1532329200	232
1532330100	232
1532331000	232
1532331900	232
1532332800	232
1532333700	232
1532334600	232
1532335500	232
1532336400	204
1532337300	204
1532338200	204
1532339100	204
1532340000	180
1532340900	180
1532341800	180
1532342700	180
1532343600	176
1532344500	176
1532345400	176
1532346300	176
1532347200	180
1532348100	180
1532349000	180
1532349900	180
1532350800	180
1532351700	180
1532352600	180
1532353500	180
1532354400	236
1532355300	236
1532356200	236
1532357100	236
1532358000	436
1532358900	436
1532359800	436
1532360700	436
1532361600	844
1532362500	844
1532363400	844
1532364300	844
1532365200	832
1532366100	832
1532367000	832
1532367900	832
1532368800	512
1532369700	512
1532370600	512
1532371500	512
1532372400	472
1532373300	472
1532374200	472
1532375100	472
1532376000	436
1532376900	436
1532377800	436
1532378700	436
1532379600	356
1532380500	356
1532381400	356
1532382300	356
1532383200	240
1532384100	240
1532385000	240
1532385900	240
1532386800	232
1532387700	232
1532388600	232
1532389500	232
1532390400	264
1532391300	264
1532392200	264
1532393100	264
1532394000	260
1532394900	260
1532395800	260
1532396700	260
1532397600	224
1532398500	224
1532399400	224
1532400300	224
1532401200	256
1532402100	256
1532403000	256
1532403900	256
1532404800	360
1532405700	360
1532406600	360
1532407500	360
1532408400	476
1532409300	476
1532410200	476
1532411100	476
1532412000	420
1532412900	420
1532413800	420
1532414700	420
1532415600	232
1532416500	232
1532417400	232
1532418300	232
1532419200	232
1532420100	232
1532421000	232
1532421900	232
1532422800	204
1532423700	204
1532424600	204
1532425500	204
1532426400	180
1532427300	180
1532428200	180
1532429100	180
1532430000	176
1532430900	176
1532431800	176
1532432700	176
1532433600	180
1532434500	180
1532435400	180
1532436300	180
1532437200	180
1532438100	180
1532439000	180
1532439900	180
1532440800	236
1532441700	236
1532442600	236
1532443500	236
1532444400	436
1532445300	436
1532446200	436
1532447100	436
1532448000	844
1532448900	844
1532449800	844
1532450700	844
1532451600	832
1532452500	832
1532453400	832
1532454300	832
1532455200	512
1532456100	512
1532457000	512
1532457900	512
1532458800	472
1532459700	472
1532460600	472
1532461500	472
1532462400	436
1532463300	436
1532464200	436
1532465100	436
1532466000	356
1532466900	356
1532467800	356
1532468700	356
1532469600	240
1532470500	240
1532471400	240
1532472300	240
1532473200	232
1532474100	232
1532475000	232
1532475900	232
1532476800	264
1532477700	264
1532478600	264
1532479500	264
1532480400	260
1532481300	260
1532482200	260
1532483100	260
1532484000	224
1532484900	224
1532485800	224
1532486700	224
1532487600	256
1532488500	256
1532489400	256
1532490300	256
1532491200	360
1532492100	360
1532493000	360
1532493900	360
1532494800	476
1532495700	476
1532496600	476
1532497500	476
1532498400	420
1532499300	420
1532500200	420
1532501100	420
1532502000	232
1532502900	232
1532503800	232
1532504700	232
1532505600	232
1532506500	232
1532507400	232
1532508300	232
1532509200	204
1532510100	204
1532511000	204
1532511900	204
1532512800	180
1532513700	180
1532514600	180
1532515500	180
1532516400	176
1532517300	176
1532518200	176
1532519100	176
1532520000	180
1532520900	180
1532521800	180
1532522700	180
1532523600	180
1532524500	180
1532525400	180
1532526300	180
1532527200	236
1532528100	236
1532529000	236
1532529900	236
1532530800	436
1532531700	436
1532532600	436
1532533500	436
1532534400	844
1532535300	844
1532536200	844
1532537100	844
1532538000	832
1532538900	832
1532539800	832
1532540700	832
1532541600	512
1532542500	512
1532543400	512
1532544300	512
1532545200	472
1532546100	472
1532547000	472
1532547900	472
1532548800	436
1532549700	436
1532550600	436
1532551500	436
1532552400	356
1532553300	356
1532554200	356
1532555100	356
1532556000	240
1532556900	240
1532557800	240
1532558700	240
1532559600	232
1532560500	232
1532561400	232
1532562300	232
1532563200	264
1532564100	264
1532565000	264
1532565900	264
1532566800	260
1532567700	260
1532568600	260
1532569500	260
1532570400	224
1532571300	224
1532572200	224
1532573100	224
1532574000	256
1532574900	256
1532575800	256
1532576700	256
1532577600	360
1532578500	360
1532579400	360
1532580300	360
1532581200	476
1532582100	476
1532583000	476
1532583900	476
1532584800	420
1532585700	420
1532586600	420
1532587500	420
1532588400	232
1532589300	232
1532590200	232
1532591100	232
1532592000	232
1532592900	232
1532593800	232
1532594700	232
1532595600	204
1532596500	204
1532597400	204
1532598300	204
1532599200	180
1532600100	180
1532601000	180
1532601900	180
1532602800	176
1532603700	176
1532604600	176
1532605500	176
1532606400	180
1532607300	180
1532608200	180
1532609100	180
1532610000	180
1532610900	180
1532611800	180
1532612700	180
1532613600	236
1532614500	236
1532615400	236
1532616300	236
1532617200	436
1532618100	436
1532619000	436
1532619900	436
1532620800	844
1532621700	844
1532622600	844
1532623500	844
1532624400	832
1532625300	832
1532626200	832
1532627100	832
1532628000	512
1532628900	512
1532629800	512
1532630700	512
1532631600	472
1532632500	472
1532633400	472
1532634300	472
1532635200	436
1532636100	436
1532637000	436
1532637900	436
1532638800	356
1532639700	356
1532640600	356
1532641500	356
1532642400	240
1532643300	240
1532644200	240
1532645100	240
1532646000	232
1532646900	232
1532647800	232
1532648700	232
1532649600	264
1532650500	264
1532651400	264
1532652300	264
1532653200	260
1532654100	260
1532655000	260
1532655900	260
1532656800	224
1532657700	224
1532658600	224
1532659500	224
1532660400	256
1532661300	256
1532662200	256
1532663100	256
1532664000	360
1532664900	360
1532665800	360
1532666700	360
1532667600	476
1532668500	476
1532669400	476
1532670300	476
1532671200	420
1532672100	420
1532673000	420
1532673900	420
1532674800	232
1532675700	232
1532676600	232
1532677500	232
1532678400	232
1532679300	232
1532680200	232
1532681100	232
1532682000	204
1532682900	204
1532683800	204
1532684700	204
1532685600	180
1532686500	180
1532687400	180
1532688300	180
1532689200	176
1532690100	176
1532691000	176
1532691900	176
1532692800	180
1532693700	180
1532694600	180
1532695500	180
1532696400	180
1532697300	180
1532698200	180
1532699100	180
1532700000	236
1532700900	236
1532701800	236
1532702700	236
1532703600	436
1532704500	436
1532705400	436
1532706300	436
1532707200	844
1532708100	844
1532709000	844
1532709900	844
1532710800	832
1532711700	832
1532712600	832
1532713500	832
1532714400	512
1532715300	512
1532716200	512
1532717100	512
1532718000	472
1532718900	472
1532719800	472
1532720700	472
1532721600	436
1532722500	436
1532723400	436
1532724300	436
1532725200	356
1532726100	356
1532727000	356
1532727900	356
1532728800	240
1532729700	240
1532730600	240
1532731500	240
1532732400	232
1532733300	232
1532734200	232
1532735100	232
1532736000	264
1532736900	264
1532737800	264
1532738700	264
1532739600	260
1532740500	260
1532741400	260
1532742300	260
1532743200	224
1532744100	224
1532745000	224
1532745900	224
1532746800	256
1532747700	256
1532748600	256
1532749500	256
1532750400	360
1532751300	360
1532752200	360
1532753100	360
1532754000	476
1532754900	476
1532755800	476
1532756700	476
1532757600	420
1532758500	420
1532759400	420
1532760300	420
1532761200	232
1532762100	232
1532763000	232
1532763900	232
1532764800	232
1532765700	232
1532766600	232
1532767500	232
1532768400	204
1532769300	204
1532770200	204
1532771100	204
1532772000	180
1532772900	180
1532773800	180
1532774700	180
1532775600	176
1532776500	176
1532777400	176
1532778300	176
1532779200	180
1532780100	180
1532781000	180
1532781900	180
1532782800	180
1532783700	180
1532784600	180
1532785500	180
1532786400	236
1532787300	236
1532788200	236
1532789100	236
1532790000	436
1532790900	436
1532791800	436
1532792700	436
1532793600	844
1532794500	844
1532795400	844
1532796300	844
1532797200	832
1532798100	832
1532799000	832
1532799900	832
1532800800	512
1532801700	512
1532802600	512
1532803500	512
1532804400	472
1532805300	472
1532806200	472
1532807100	472
1532808000	436
1532808900	436
1532809800	436
1532810700	436
1532811600	356
1532812500	356
1532813400	356
1532814300	356
1532815200	240
1532816100	240
1532817000	240
1532817900	240
1532818800	232
1532819700	232
1532820600	232
1532821500	232
1532822400	264
1532823300	264
1532824200	264
1532825100	264
1532826000	260
1532826900	260
1532827800	260
1532828700	260
1532829600	224
1532830500	224
1532831400	224
1532832300	224
1532833200	256
1532834100	256
1532835000	256
1532835900	256
1532836800	360
1532837700	360
1532838600	360
1532839500	360
1532840400	476
1532841300	476
1532842200	476
1532843100	476
1532844000	420
1532844900	420
1532845800	420
1532846700	420
1532847600	232
1532848500	232
1532849400	232
1532850300	232
1532851200	232
1532852100	232
1532853000	232
1532853900	232
1532854800	204
1532855700	204
1532856600	204
1532857500	204
1532858400	180
1532859300	180
1532860200	180
1532861100	180
1532862000	176
1532862900	176
1532863800	176
1532864700	176
1532865600	180
1532866500	180
1532867400	180
1532868300	180
1532869200	180
1532870100	180
1532871000	180
1532871900	180
1532872800	236
1532873700	236
1532874600	236
1532875500	236
1532876400	436
1532877300	436
1532878200	436
1532879100	436
1532880000	844
1532880900	844
1532881800	844
1532882700	844
1532883600	832
1532884500	832
1532885400	832
1532886300	832
1532887200	512
1532888100	512
1532889000	512
1532889900	512
1532890800	472
1532891700	472
1532892600	472
1532893500	472
1532894400	436
1532895300	436
1532896200	436
1532897100	436
1532898000	356
1532898900	356
1532899800	356
1532900700	356
1532901600	240
1532902500	240
1532903400	240
1532904300	240
1532905200	232
1532906100	232
1532907000	232
1532907900	232
1532908800	264
1532909700	264
1532910600	264
1532911500	264
1532912400	260
1532913300	260
1532914200	260
1532915100	260
1532916000	224
1532916900	224
1532917800	224
1532918700	224
1532919600	256
1532920500	256
1532921400	256
1532922300	256
1532923200	360
1532924100	360
1532925000	360
1532925900	360
1532926800	476
1532927700	476
1532928600	476
1532929500	476
1532930400	420
1532931300	420
1532932200	420
1532933100	420
1532934000	232
1532934900	232
1532935800	232
1532936700	232
1532937600	232
1532938500	232
1532939400	232
1532940300	232
1532941200	204
1532942100	204
1532943000	204
1532943900	204
1532944800	180
1532945700	180
1532946600	180
1532947500	180
1532948400	176
1532949300	176
1532950200	176
1532951100	176
1532952000	180
1532952900	180
1532953800	180
1532954700	180
1532955600	180
1532956500	180
1532957400	180
1532958300	180
1532959200	236
1532960100	236
1532961000	236
1532961900	236
1532962800	436
1532963700	436
1532964600	436
1532965500	436
1532966400	844
1532967300	844
1532968200	844
1532969100	844
1532970000	832
1532970900	832
1532971800	832
1532972700	832
1532973600	512
1532974500	512
1532975400	512
1532976300	512
1532977200	472
1532978100	472
1532979000	472
1532979900	472
1532980800	436
1532981700	436
1532982600	436
1532983500	436
1532984400	356
1532985300	356
1532986200	356
1532987100	356
1532988000	240
1532988900	240
1532989800	240
1532990700	240
1532991600	232
1532992500	232
1532993400	232
1532994300	232
1532995200	264
1532996100	264
1532997000	264
1532997900	264
1532998800	260
1532999700	260
1533000600	260
1533001500	260
1533002400	224
1533003300	224
1533004200	224
1533005100	224
1533006000	256
1533006900	256
1533007800	256
1533008700	256
1533009600	360
1533010500	360
1533011400	360
1533012300	360
1533013200	476
1533014100	476
1533015000	476
1533015900	476
1533016800	420
1533017700	420
1533018600	420
1533019500	420
1533020400	232
1533021300	232
1533022200	232
1533023100	232
1533024000	232
1533024900	232
1533025800	232
1533026700	232
1533027600	204
1533028500	204
1533029400	204
1533030300	204
1533031200	180
1533032100	180
1533033000	180
1533033900	180
1533034800	176
1533035700	176
1533036600	176
1533037500	176
1533038400	180
1533039300	180
1533040200	180
1533041100	180
1533042000	180
1533042900	180
1533043800	180
1533044700	180
1533045600	236
1533046500	236
1533047400	236
1533048300	236
1533049200	436
1533050100	436
1533051000	436
1533051900	436
1533052800	844
1533053700	844
1533054600	844
1533055500	844
1533056400	832
1533057300	832
1533058200	832
1533059100	832
1533060000	512
1533060900	512
1533061800	512
1533062700	512
1533063600	472
1533064500	472
1533065400	472
1533066300	472
1533067200	436
1533068100	436
1533069000	436
1533069900	436
1533070800	356
1533071700	356
1533072600	356
1533073500	356
1533074400	240
1533075300	240
1533076200	240
1533077100	240
1533078000	232
1533078900	232
1533079800	232
1533080700	232
1533081600	264
1533082500	264
1533083400	264
1533084300	264
1533085200	260
1533086100	260
1533087000	260
1533087900	260
1533088800	224
1533089700	224
1533090600	224
1533091500	224
1533092400	256
1533093300	256
1533094200	256
1533095100	256
1533096000	360
1533096900	360
1533097800	360
1533098700	360
1533099600	476
1533100500	476
1533101400	476
1533102300	476
1533103200	420
1533104100	420
1533105000	420
1533105900	420
1533106800	232
1533107700	232
1533108600	232
1533109500	232
1533110400	232
1533111300	232
1533112200	232
1533113100	232
1533114000	204
1533114900	204
1533115800	204
1533116700	204
1533117600	180
1533118500	180
1533119400	180
1533120300	180
1533121200	176
1533122100	176
1533123000	176
1533123900	176
1533124800	180
1533125700	180
1533126600	180
1533127500	180
1533128400	180
1533129300	180
1533130200	180
1533131100	180
1533132000	236
1533132900	236
1533133800	236
1533134700	236
1533135600	436
1533136500	436
1533137400	436
1533138300	436
1533139200	844
1533140100	844
1533141000	844
1533141900	844
1533142800	832
1533143700	832
1533144600	832
1533145500	832
1533146400	512
1533147300	512
1533148200	512
1533149100	512
1533150000	472
1533150900	472
1533151800	472
1533152700	472
1533153600	436
1533154500	436
1533155400	436
1533156300	436
1533157200	356
1533158100	356
1533159000	356
1533159900	356
1533160800	240
1533161700	240
1533162600	240
1533163500	240
1533164400	232
1533165300	232
1533166200	232
1533167100	232
1533168000	264
1533168900	264
1533169800	264
1533170700	264
1533171600	260
1533172500	260
1533173400	260
1533174300	260
1533175200	224
1533176100	224
1533177000	224
1533177900	224
1533178800	256
1533179700	256
1533180600	256
1533181500	256
1533182400	360
1533183300	360
1533184200	360
1533185100	360
1533186000	476
1533186900	476
1533187800	476
1533188700	476
1533189600	420
1533190500	420
1533191400	420
1533192300	420
1533193200	232
1533194100	232
1533195000	232
1533195900	232
1533196800	232
1533197700	232
1533198600	232
1533199500	232
1533200400	204
1533201300	204
1533202200	204
1533203100	204
1533204000	180
1533204900	180
1533205800	180
1533206700	180
1533207600	176
1533208500	176
1533209400	176
1533210300	176
1533211200	180
1533212100	180
1533213000	180
1533213900	180
1533214800	180
1533215700	180
1533216600	180
1533217500	180
1533218400	236
1533219300	236
1533220200	236
1533221100	236
1533222000	436
1533222900	436
1533223800	436
1533224700	436
1533225600	844
1533226500	844
1533227400	844
1533228300	844
1533229200	832
1533230100	832
1533231000	832
1533231900	832
1533232800	512
1533233700	512
1533234600	512
1533235500	512
1533236400	472
1533237300	472
1533238200	472
1533239100	472
1533240000	436
1533240900	436
1533241800	436
1533242700	436
1533243600	356
1533244500	356
1533245400	356
1533246300	356
1533247200	240
1533248100	240
1533249000	240
1533249900	240
1533250800	232
1533251700	232
1533252600	232
1533253500	232
1533254400	264
1533255300	264
1533256200	264
1533257100	264
1533258000	260
1533258900	260
1533259800	260
1533260700	260
1533261600	224
1533262500	224
1533263400	224
1533264300	224
1533265200	256
1533266100	256
1533267000	256
1533267900	256
1533268800	360
1533269700	360
1533270600	360
1533271500	360
1533272400	476
1533273300	476
1533274200	476
1533275100	476
1533276000	420
1533276900	420
1533277800	420
1533278700	420
1533279600	232
1533280500	232
1533281400	232
1533282300	232
1533283200	232
1533284100	232
1533285000	232
1533285900	232
1533286800	204
1533287700	204
1533288600	204
1533289500	204
1533290400	180
1533291300	180
1533292200	180
1533293100	180
1533294000	176
1533294900	176
1533295800	176
1533296700	176
1533297600	180
1533298500	180
1533299400	180
1533300300	180
1533301200	180
1533302100	180
1533303000	180
1533303900	180
1533304800	236
1533305700	236
1533306600	236
1533307500	236
1533308400	436
1533309300	436
1533310200	436
1533311100	436
1533312000	844
1533312900	844
1533313800	844
1533314700	844
1533315600	832
1533316500	832
1533317400	832
1533318300	832
1533319200	512
1533320100	512
1533321000	512
1533321900	512
1533322800	472
1533323700	472
1533324600	472
1533325500	472
1533326400	436
1533327300	436
1533328200	436
1533329100	436
1533330000	356
1533330900	356
1533331800	356
1533332700	356
1533333600	240
1533334500	240
1533335400	240
1533336300	240
1533337200	232
1533338100	232
1533339000	232
1533339900	232
1533340800	264
1533341700	264
1533342600	264
1533343500	264
1533344400	260
1533345300	260
1533346200	260
1533347100	260
1533348000	224
1533348900	224
1533349800	224
1533350700	224
1533351600	256
1533352500	256
1533353400	256
1533354300	256
1533355200	360
1533356100	360
1533357000	360
1533357900	360
1533358800	476
1533359700	476
1533360600	476
1533361500	476
1533362400	420
1533363300	420
1533364200	420
1533365100	420
1533366000	232
1533366900	232
1533367800	232
1533368700	232
1533369600	232
1533370500	232
1533371400	232
1533372300	232
1533373200	204
1533374100	204
1533375000	204
1533375900	204
1533376800	180
1533377700	180
1533378600	180
1533379500	180
1533380400	176
1533381300	176
1533382200	176
1533383100	176
1533384000	180
1533384900	180
1533385800	180
1533386700	180
1533387600	180
1533388500	180
1533389400	180
1533390300	180
1533391200	236
1533392100	236
1533393000	236
1533393900	236
1533394800	436
1533395700	436
1533396600	436
1533397500	436
1533398400	844
1533399300	844
1533400200	844
1533401100	844
1533402000	832
1533402900	832
1533403800	832
1533404700	832
1533405600	512
1533406500	512
1533407400	512
1533408300	512
1533409200	472
1533410100	472
1533411000	472
1533411900	472
1533412800	436
1533413700	436
1533414600	436
1533415500	436
1533416400	356
1533417300	356
1533418200	356
1533419100	356
1533420000	240
1533420900	240
1533421800	240
1533422700	240
1533423600	232
1533424500	232
1533425400	232
1533426300	232
1533427200	264
1533428100	264
1533429000	264
1533429900	264
1533430800	260
1533431700	260
1533432600	260
1533433500	260
1533434400	224
1533435300	224
1533436200	224
1533437100	224
1533438000	256
1533438900	256
1533439800	256
1533440700	256
1533441600	360
1533442500	360
1533443400	360
1533444300	360
1533445200	476
1533446100	476
1533447000	476
1533447900	476
1533448800	420
1533449700	420
1533450600	420
1533451500	420
1533452400	232
1533453300	232
1533454200	232
1533455100	232
1533456000	232
1533456900	232
1533457800	232
1533458700	232
1533459600	204
1533460500	204
1533461400	204
1533462300	204
1533463200	180
1533464100	180
1533465000	180
1533465900	180
1533466800	176
1533467700	176
1533468600	176
1533469500	176
1533470400	180
1533471300	180
1533472200	180
1533473100	180
1533474000	180
1533474900	180
1533475800	180
1533476700	180
1533477600	236
1533478500	236
1533479400	236
1533480300	236
1533481200	436
1533482100	436
1533483000	436
1533483900	436
1533484800	844
1533485700	844
1533486600	844
1533487500	844
1533488400	832
1533489300	832
1533490200	832
1533491100	832
1533492000	512
1533492900	512
1533493800	512
1533494700	512
1533495600	472
1533496500	472
1533497400	472
1533498300	472
1533499200	436
1533500100	436
1533501000	436
1533501900	436
1533502800	356
1533503700	356
1533504600	356
1533505500	356
1533506400	240
1533507300	240
1533508200	240
1533509100	240
1533510000	232
1533510900	232
1533511800	232
1533512700	232
1533513600	264
1533514500	264
1533515400	264
1533516300	264
1533517200	260
1533518100	260
1533519000	260
1533519900	260
1533520800	224
1533521700	224
1533522600	224
1533523500	224
1533524400	256
1533525300	256
1533526200	256
1533527100	256
1533528000	360
1533528900	360
1533529800	360
1533530700	360
1533531600	476
1533532500	476
1533533400	476
1533534300	476
1533535200	420
1533536100	420
1533537000	420
1533537900	420
1533538800	232
1533539700	232
1533540600	232
1533541500	232
1533542400	232
1533543300	232
1533544200	232
1533545100	232
1533546000	204
1533546900	204
1533547800	204
1533548700	204
1533549600	180
1533550500	180
1533551400	180
1533552300	180
1533553200	176
1533554100	176
1533555000	176
1533555900	176
1533556800	180
1533557700	180
1533558600	180
1533559500	180
1533560400	180
1533561300	180
1533562200	180
1533563100	180
1533564000	236
1533564900	236
1533565800	236
1533566700	236
1533567600	436
1533568500	436
1533569400	436
1533570300	436
1533571200	844
1533572100	844
1533573000	844
1533573900	844
1533574800	832
1533575700	832
1533576600	832
1533577500	832
1533578400	512
1533579300	512
1533580200	512
1533581100	512
1533582000	472
1533582900	472
1533583800	472
1533584700	472
1533585600	436
1533586500	436
1533587400	436
1533588300	436
1533589200	356
1533590100	356
1533591000	356
1533591900	356
1533592800	240
1533593700	240
1533594600	240
1533595500	240
1533596400	232
1533597300	232
1533598200	232
1533599100	232
1533600000	264
1533600900	264
1533601800	264
1533602700	264
1533603600	260
1533604500	260
1533605400	260
1533606300	260
1533607200	224
1533608100	224
1533609000	224
1533609900	224
1533610800	256
1533611700	256
1533612600	256
1533613500	256
1533614400	360
1533615300	360
1533616200	360
1533617100	360
1533618000	476
1533618900	476
1533619800	476
1533620700	476
1533621600	420
1533622500	420
1533623400	420
1533624300	420
1533625200	232
1533626100	232
1533627000	232
