#1
double	Pel(35040, 2)
1518678000	324
1518678900	324
1518679800	324
1518680700	324
1518681600	176
1518682500	176
1518683400	176
1518684300	176
1518685200	176
1518686100	176
1518687000	176
1518687900	176
1518688800	152
1518689700	152
1518690600	152
1518691500	152
1518692400	136
1518693300	136
1518694200	136
1518695100	136
1518696000	132
1518696900	132
1518697800	132
1518698700	132
1518699600	136
1518700500	136
1518701400	136
1518702300	136
1518703200	136
1518704100	136
1518705000	136
1518705900	136
1518706800	180
1518707700	180
1518708600	180
1518709500	180
1518710400	336
1518711300	336
1518712200	336
1518713100	336
1518714000	656
1518714900	656
1518715800	656
1518716700	656
1518717600	648
1518718500	648
1518719400	648
1518720300	648
1518721200	396
1518722100	396
1518723000	396
1518723900	396
1518724800	364
1518725700	364
1518726600	364
1518727500	364
1518728400	352
1518729300	352
1518730200	352
1518731100	352
1518732000	276
1518732900	276
1518733800	276
1518734700	276
1518735600	184
1518736500	184
1518737400	184
1518738300	184
1518739200	176
1518740100	176
1518741000	176
1518741900	176
1518742800	208
1518743700	208
1518744600	208
1518745500	208
1518746400	200
1518747300	200
1518748200	200
1518749100	200
1518750000	172
1518750900	172
1518751800	172
1518752700	172
1518753600	196
1518754500	196
1518755400	196
1518756300	196
1518757200	280
1518758100	280
1518759000	280
1518759900	280
1518760800	372
1518761700	372
1518762600	372
1518763500	372
1518764400	324
1518765300	324
1518766200	324
1518767100	324
1518768000	176
1518768900	176
1518769800	176
1518770700	176
1518771600	176
1518772500	176
1518773400	176
1518774300	176
1518775200	152
1518776100	152
1518777000	152
1518777900	152
1518778800	136
1518779700	136
1518780600	136
1518781500	136
1518782400	132
1518783300	132
1518784200	132
1518785100	132
1518786000	136
1518786900	136
1518787800	136
1518788700	136
1518789600	136
1518790500	136
1518791400	136
1518792300	136
1518793200	180
1518794100	180
1518795000	180
1518795900	180
1518796800	336
1518797700	336
1518798600	336
1518799500	336
1518800400	656
1518801300	656
1518802200	656
1518803100	656
1518804000	648
1518804900	648
1518805800	648
1518806700	648
1518807600	396
1518808500	396
1518809400	396
1518810300	396
1518811200	364
1518812100	364
1518813000	364
1518813900	364
1518814800	352
1518815700	352
1518816600	352
1518817500	352
1518818400	276
1518819300	276
1518820200	276
1518821100	276
1518822000	184
1518822900	184
1518823800	184
1518824700	184
1518825600	176
1518826500	176
1518827400	176
1518828300	176
1518829200	208
1518830100	208
1518831000	208
1518831900	208
1518832800	200
1518833700	200
1518834600	200
1518835500	200
1518836400	172
1518837300	172
1518838200	172
1518839100	172
1518840000	196
1518840900	196
1518841800	196
1518842700	196
1518843600	280
1518844500	280
1518845400	280
1518846300	280
1518847200	372
1518848100	372
1518849000	372
1518849900	372
1518850800	324
1518851700	324
1518852600	324
1518853500	324
1518854400	176
1518855300	176
1518856200	176
1518857100	176
1518858000	176
1518858900	176
1518859800	176
1518860700	176
1518861600	152
1518862500	152
1518863400	152
1518864300	152
1518865200	136
1518866100	136
1518867000	136
1518867900	136
1518868800	132
1518869700	132
1518870600	132
1518871500	132
1518872400	136
1518873300	136
1518874200	136
1518875100	136
1518876000	136
1518876900	136
1518877800	136
1518878700	136
1518879600	180
1518880500	180
1518881400	180
1518882300	180
1518883200	336
1518884100	336
1518885000	336
1518885900	336
1518886800	656
1518887700	656
1518888600	656
1518889500	656
1518890400	648
1518891300	648
1518892200	648
1518893100	648
1518894000	396
1518894900	396
1518895800	396
1518896700	396
1518897600	364
1518898500	364
1518899400	364
1518900300	364
1518901200	352
1518902100	352
1518903000	352
1518903900	352
1518904800	276
1518905700	276
1518906600	276
1518907500	276
1518908400	184
1518909300	184
1518910200	184
1518911100	184
1518912000	176
1518912900	176
1518913800	176
1518914700	176
1518915600	208
1518916500	208
1518917400	208
1518918300	208
1518919200	200
1518920100	200
1518921000	200
1518921900	200
1518922800	172
1518923700	172
1518924600	172
1518925500	172
1518926400	196
1518927300	196
1518928200	196
1518929100	196
1518930000	280
1518930900	280
1518931800	280
1518932700	280
1518933600	372
1518934500	372
1518935400	372
1518936300	372
1518937200	324
1518938100	324
1518939000	324
1518939900	324
1518940800	176
1518941700	176
1518942600	176
1518943500	176
1518944400	176
1518945300	176
1518946200	176
1518947100	176
1518948000	152
1518948900	152
1518949800	152
1518950700	152
1518951600	136
1518952500	136
1518953400	136
1518954300	136
1518955200	132
1518956100	132
1518957000	132
1518957900	132
1518958800	136
1518959700	136
1518960600	136
1518961500	136
1518962400	136
1518963300	136
1518964200	136
1518965100	136
1518966000	180
1518966900	180
1518967800	180
1518968700	180
1518969600	336
1518970500	336
1518971400	336
1518972300	336
1518973200	656
1518974100	656
1518975000	656
1518975900	656
1518976800	648
1518977700	648
1518978600	648
1518979500	648
1518980400	396
1518981300	396
1518982200	396
1518983100	396
1518984000	364
1518984900	364
1518985800	364
1518986700	364
1518987600	352
1518988500	352
1518989400	352
1518990300	352
1518991200	276
1518992100	276
1518993000	276
1518993900	276
1518994800	184
1518995700	184
1518996600	184
1518997500	184
1518998400	176
1518999300	176
1519000200	176
1519001100	176
1519002000	208
1519002900	208
1519003800	208
1519004700	208
1519005600	200
1519006500	200
1519007400	200
1519008300	200
1519009200	172
1519010100	172
1519011000	172
1519011900	172
1519012800	196
1519013700	196
1519014600	196
1519015500	196
1519016400	280
1519017300	280
1519018200	280
1519019100	280
1519020000	372
1519020900	372
1519021800	372
1519022700	372
1519023600	324
1519024500	324
1519025400	324
1519026300	324
1519027200	176
1519028100	176
1519029000	176
1519029900	176
1519030800	176
1519031700	176
1519032600	176
1519033500	176
1519034400	152
1519035300	152
1519036200	152
1519037100	152
1519038000	136
1519038900	136
1519039800	136
1519040700	136
1519041600	132
1519042500	132
1519043400	132
1519044300	132
1519045200	136
1519046100	136
1519047000	136
1519047900	136
1519048800	136
1519049700	136
1519050600	136
1519051500	136
1519052400	180
1519053300	180
1519054200	180
1519055100	180
1519056000	336
1519056900	336
1519057800	336
1519058700	336
1519059600	656
1519060500	656
1519061400	656
1519062300	656
1519063200	648
1519064100	648
1519065000	648
1519065900	648
1519066800	396
1519067700	396
1519068600	396
1519069500	396
1519070400	364
1519071300	364
1519072200	364
1519073100	364
1519074000	352
1519074900	352
1519075800	352
1519076700	352
1519077600	276
1519078500	276
1519079400	276
1519080300	276
1519081200	184
1519082100	184
1519083000	184
1519083900	184
1519084800	176
1519085700	176
1519086600	176
1519087500	176
1519088400	208
1519089300	208
1519090200	208
1519091100	208
1519092000	200
1519092900	200
1519093800	200
1519094700	200
1519095600	172
1519096500	172
1519097400	172
1519098300	172
1519099200	196
1519100100	196
1519101000	196
1519101900	196
1519102800	280
1519103700	280
1519104600	280
1519105500	280
1519106400	372
1519107300	372
1519108200	372
1519109100	372
1519110000	324
1519110900	324
1519111800	324
1519112700	324
1519113600	176
1519114500	176
1519115400	176
1519116300	176
1519117200	176
1519118100	176
1519119000	176
1519119900	176
1519120800	152
1519121700	152
1519122600	152
1519123500	152
1519124400	136
1519125300	136
1519126200	136
1519127100	136
1519128000	132
1519128900	132
1519129800	132
1519130700	132
1519131600	136
1519132500	136
1519133400	136
1519134300	136
1519135200	136
1519136100	136
1519137000	136
1519137900	136
1519138800	180
1519139700	180
1519140600	180
1519141500	180
1519142400	336
1519143300	336
1519144200	336
1519145100	336
1519146000	656
1519146900	656
1519147800	656
1519148700	656
1519149600	648
1519150500	648
1519151400	648
1519152300	648
1519153200	396
1519154100	396
1519155000	396
1519155900	396
1519156800	364
1519157700	364
1519158600	364
1519159500	364
1519160400	352
1519161300	352
1519162200	352
1519163100	352
1519164000	276
1519164900	276
1519165800	276
1519166700	276
1519167600	184
1519168500	184
1519169400	184
1519170300	184
1519171200	176
1519172100	176
1519173000	176
1519173900	176
1519174800	208
1519175700	208
1519176600	208
1519177500	208
1519178400	200
1519179300	200
1519180200	200
1519181100	200
1519182000	172
1519182900	172
1519183800	172
1519184700	172
1519185600	196
1519186500	196
1519187400	196
1519188300	196
1519189200	280
1519190100	280
1519191000	280
1519191900	280
1519192800	372
1519193700	372
1519194600	372
1519195500	372
1519196400	324
1519197300	324
1519198200	324
1519199100	324
1519200000	176
1519200900	176
1519201800	176
1519202700	176
1519203600	176
1519204500	176
1519205400	176
1519206300	176
1519207200	152
1519208100	152
1519209000	152
1519209900	152
1519210800	136
1519211700	136
1519212600	136
1519213500	136
1519214400	132
1519215300	132
1519216200	132
1519217100	132
1519218000	136
1519218900	136
1519219800	136
1519220700	136
1519221600	136
1519222500	136
1519223400	136
1519224300	136
1519225200	180
1519226100	180
1519227000	180
1519227900	180
1519228800	336
1519229700	336
1519230600	336
1519231500	336
1519232400	656
1519233300	656
1519234200	656
1519235100	656
1519236000	648
1519236900	648
1519237800	648
1519238700	648
1519239600	396
1519240500	396
1519241400	396
1519242300	396
1519243200	364
1519244100	364
1519245000	364
1519245900	364
1519246800	352
1519247700	352
1519248600	352
1519249500	352
1519250400	276
1519251300	276
1519252200	276
1519253100	276
1519254000	184
1519254900	184
1519255800	184
1519256700	184
1519257600	176
1519258500	176
1519259400	176
1519260300	176
1519261200	208
1519262100	208
1519263000	208
1519263900	208
1519264800	200
1519265700	200
1519266600	200
1519267500	200
1519268400	172
1519269300	172
1519270200	172
1519271100	172
1519272000	196
1519272900	196
1519273800	196
1519274700	196
1519275600	280
1519276500	280
1519277400	280
1519278300	280
1519279200	372
1519280100	372
1519281000	372
1519281900	372
1519282800	324
1519283700	324
1519284600	324
1519285500	324
1519286400	176
1519287300	176
1519288200	176
1519289100	176
1519290000	176
1519290900	176
1519291800	176
1519292700	176
1519293600	152
1519294500	152
1519295400	152
1519296300	152
1519297200	136
1519298100	136
1519299000	136
1519299900	136
1519300800	132
1519301700	132
1519302600	132
1519303500	132
1519304400	136
1519305300	136
1519306200	136
1519307100	136
1519308000	136
1519308900	136
1519309800	136
1519310700	136
1519311600	180
1519312500	180
1519313400	180
1519314300	180
1519315200	336
1519316100	336
1519317000	336
1519317900	336
1519318800	656
1519319700	656
1519320600	656
1519321500	656
1519322400	648
1519323300	648
1519324200	648
1519325100	648
1519326000	396
1519326900	396
1519327800	396
1519328700	396
1519329600	364
1519330500	364
1519331400	364
1519332300	364
1519333200	352
1519334100	352
1519335000	352
1519335900	352
1519336800	276
1519337700	276
1519338600	276
1519339500	276
1519340400	184
1519341300	184
1519342200	184
1519343100	184
1519344000	176
1519344900	176
1519345800	176
1519346700	176
1519347600	208
1519348500	208
1519349400	208
1519350300	208
1519351200	200
1519352100	200
1519353000	200
1519353900	200
1519354800	172
1519355700	172
1519356600	172
1519357500	172
1519358400	196
1519359300	196
1519360200	196
1519361100	196
1519362000	280
1519362900	280
1519363800	280
1519364700	280
1519365600	372
1519366500	372
1519367400	372
1519368300	372
1519369200	324
1519370100	324
1519371000	324
1519371900	324
1519372800	176
1519373700	176
1519374600	176
1519375500	176
1519376400	176
1519377300	176
1519378200	176
1519379100	176
1519380000	152
1519380900	152
1519381800	152
1519382700	152
1519383600	136
1519384500	136
1519385400	136
1519386300	136
1519387200	132
1519388100	132
1519389000	132
1519389900	132
1519390800	136
1519391700	136
1519392600	136
1519393500	136
1519394400	136
1519395300	136
1519396200	136
1519397100	136
1519398000	180
1519398900	180
1519399800	180
1519400700	180
1519401600	336
1519402500	336
1519403400	336
1519404300	336
1519405200	656
1519406100	656
1519407000	656
1519407900	656
1519408800	648
1519409700	648
1519410600	648
1519411500	648
1519412400	396
1519413300	396
1519414200	396
1519415100	396
1519416000	364
1519416900	364
1519417800	364
1519418700	364
1519419600	352
1519420500	352
1519421400	352
1519422300	352
1519423200	276
1519424100	276
1519425000	276
1519425900	276
1519426800	184
1519427700	184
1519428600	184
1519429500	184
1519430400	176
1519431300	176
1519432200	176
1519433100	176
1519434000	208
1519434900	208
1519435800	208
1519436700	208
1519437600	200
1519438500	200
1519439400	200
1519440300	200
1519441200	172
1519442100	172
1519443000	172
1519443900	172
1519444800	196
1519445700	196
1519446600	196
1519447500	196
1519448400	280
1519449300	280
1519450200	280
1519451100	280
1519452000	372
1519452900	372
1519453800	372
1519454700	372
1519455600	324
1519456500	324
1519457400	324
1519458300	324
1519459200	176
1519460100	176
1519461000	176
1519461900	176
1519462800	176
1519463700	176
1519464600	176
1519465500	176
1519466400	152
1519467300	152
1519468200	152
1519469100	152
1519470000	136
1519470900	136
1519471800	136
1519472700	136
1519473600	132
1519474500	132
1519475400	132
1519476300	132
1519477200	136
1519478100	136
1519479000	136
1519479900	136
1519480800	136
1519481700	136
1519482600	136
1519483500	136
1519484400	180
1519485300	180
1519486200	180
1519487100	180
1519488000	336
1519488900	336
1519489800	336
1519490700	336
1519491600	656
1519492500	656
1519493400	656
1519494300	656
1519495200	648
1519496100	648
1519497000	648
1519497900	648
1519498800	396
1519499700	396
1519500600	396
1519501500	396
1519502400	364
1519503300	364
1519504200	364
1519505100	364
1519506000	352
1519506900	352
1519507800	352
1519508700	352
1519509600	276
1519510500	276
1519511400	276
1519512300	276
1519513200	184
1519514100	184
1519515000	184
1519515900	184
1519516800	176
1519517700	176
1519518600	176
1519519500	176
1519520400	208
1519521300	208
1519522200	208
1519523100	208
1519524000	200
1519524900	200
1519525800	200
1519526700	200
1519527600	172
1519528500	172
1519529400	172
1519530300	172
1519531200	196
1519532100	196
1519533000	196
1519533900	196
1519534800	280
1519535700	280
1519536600	280
1519537500	280
1519538400	372
1519539300	372
1519540200	372
1519541100	372
1519542000	324
1519542900	324
1519543800	324
1519544700	324
1519545600	176
1519546500	176
1519547400	176
1519548300	176
1519549200	176
1519550100	176
1519551000	176
1519551900	176
1519552800	152
1519553700	152
1519554600	152
1519555500	152
1519556400	136
1519557300	136
1519558200	136
1519559100	136
1519560000	132
1519560900	132
1519561800	132
1519562700	132
1519563600	136
1519564500	136
1519565400	136
1519566300	136
1519567200	136
1519568100	136
1519569000	136
1519569900	136
1519570800	180
1519571700	180
1519572600	180
1519573500	180
1519574400	336
1519575300	336
1519576200	336
1519577100	336
1519578000	656
1519578900	656
1519579800	656
1519580700	656
1519581600	648
1519582500	648
1519583400	648
1519584300	648
1519585200	396
1519586100	396
1519587000	396
1519587900	396
1519588800	364
1519589700	364
1519590600	364
1519591500	364
1519592400	352
1519593300	352
1519594200	352
1519595100	352
1519596000	276
1519596900	276
1519597800	276
1519598700	276
1519599600	184
1519600500	184
1519601400	184
1519602300	184
1519603200	176
1519604100	176
1519605000	176
1519605900	176
1519606800	208
1519607700	208
1519608600	208
1519609500	208
1519610400	200
1519611300	200
1519612200	200
1519613100	200
1519614000	172
1519614900	172
1519615800	172
1519616700	172
1519617600	196
1519618500	196
1519619400	196
1519620300	196
1519621200	280
1519622100	280
1519623000	280
1519623900	280
1519624800	372
1519625700	372
1519626600	372
1519627500	372
1519628400	324
1519629300	324
1519630200	324
1519631100	324
1519632000	176
1519632900	176
1519633800	176
1519634700	176
1519635600	176
1519636500	176
1519637400	176
1519638300	176
1519639200	152
1519640100	152
1519641000	152
1519641900	152
1519642800	136
1519643700	136
1519644600	136
1519645500	136
1519646400	132
1519647300	132
1519648200	132
1519649100	132
1519650000	136
1519650900	136
1519651800	136
1519652700	136
1519653600	136
1519654500	136
1519655400	136
1519656300	136
1519657200	180
1519658100	180
1519659000	180
1519659900	180
1519660800	336
1519661700	336
1519662600	336
1519663500	336
1519664400	656
1519665300	656
1519666200	656
1519667100	656
1519668000	648
1519668900	648
1519669800	648
1519670700	648
1519671600	396
1519672500	396
1519673400	396
1519674300	396
1519675200	364
1519676100	364
1519677000	364
1519677900	364
1519678800	352
1519679700	352
1519680600	352
1519681500	352
1519682400	276
1519683300	276
1519684200	276
1519685100	276
1519686000	184
1519686900	184
1519687800	184
1519688700	184
1519689600	176
1519690500	176
1519691400	176
1519692300	176
1519693200	208
1519694100	208
1519695000	208
1519695900	208
1519696800	200
1519697700	200
1519698600	200
1519699500	200
1519700400	172
1519701300	172
1519702200	172
1519703100	172
1519704000	196
1519704900	196
1519705800	196
1519706700	196
1519707600	280
1519708500	280
1519709400	280
1519710300	280
1519711200	372
1519712100	372
1519713000	372
1519713900	372
1519714800	324
1519715700	324
1519716600	324
1519717500	324
1519718400	176
1519719300	176
1519720200	176
1519721100	176
1519722000	176
1519722900	176
1519723800	176
1519724700	176
1519725600	152
1519726500	152
1519727400	152
1519728300	152
1519729200	136
1519730100	136
1519731000	136
1519731900	136
1519732800	132
1519733700	132
1519734600	132
1519735500	132
1519736400	136
1519737300	136
1519738200	136
1519739100	136
1519740000	136
1519740900	136
1519741800	136
1519742700	136
1519743600	180
1519744500	180
1519745400	180
1519746300	180
1519747200	336
1519748100	336
1519749000	336
1519749900	336
1519750800	656
1519751700	656
1519752600	656
1519753500	656
1519754400	648
1519755300	648
1519756200	648
1519757100	648
1519758000	396
1519758900	396
1519759800	396
1519760700	396
1519761600	364
1519762500	364
1519763400	364
1519764300	364
1519765200	352
1519766100	352
1519767000	352
1519767900	352
1519768800	276
1519769700	276
1519770600	276
1519771500	276
1519772400	184
1519773300	184
1519774200	184
1519775100	184
1519776000	176
1519776900	176
1519777800	176
1519778700	176
1519779600	208
1519780500	208
1519781400	208
1519782300	208
1519783200	200
1519784100	200
1519785000	200
1519785900	200
1519786800	172
1519787700	172
1519788600	172
1519789500	172
1519790400	196
1519791300	196
1519792200	196
1519793100	196
1519794000	280
1519794900	280
1519795800	280
1519796700	280
1519797600	372
1519798500	372
1519799400	372
1519800300	372
1519801200	324
1519802100	324
1519803000	324
1519803900	324
1519804800	176
1519805700	176
1519806600	176
1519807500	176
1519808400	176
1519809300	176
1519810200	176
1519811100	176
1519812000	152
1519812900	152
1519813800	152
1519814700	152
1519815600	136
1519816500	136
1519817400	136
1519818300	136
1519819200	132
1519820100	132
1519821000	132
1519821900	132
1519822800	136
1519823700	136
1519824600	136
1519825500	136
1519826400	136
1519827300	136
1519828200	136
1519829100	136
1519830000	180
1519830900	180
1519831800	180
1519832700	180
1519833600	336
1519834500	336
1519835400	336
1519836300	336
1519837200	656
1519838100	656
1519839000	656
1519839900	656
1519840800	648
1519841700	648
1519842600	648
1519843500	648
1519844400	396
1519845300	396
1519846200	396
1519847100	396
1519848000	364
1519848900	364
1519849800	364
1519850700	364
1519851600	352
1519852500	352
1519853400	352
1519854300	352
1519855200	276
1519856100	276
1519857000	276
1519857900	276
1519858800	184
1519859700	184
1519860600	184
1519861500	184
1519862400	176
1519863300	176
1519864200	176
1519865100	176
1519866000	244
1519866900	244
1519867800	244
1519868700	244
1519869600	240
1519870500	240
1519871400	240
1519872300	240
1519873200	208
1519874100	208
1519875000	208
1519875900	208
1519876800	236
1519877700	236
1519878600	236
1519879500	236
1519880400	328
1519881300	328
1519882200	328
1519883100	328
1519884000	436
1519884900	436
1519885800	436
1519886700	436
1519887600	384
1519888500	384
1519889400	384
1519890300	384
1519891200	212
1519892100	212
1519893000	212
1519893900	212
1519894800	216
1519895700	216
1519896600	216
1519897500	216
1519898400	192
1519899300	192
1519900200	192
1519901100	192
1519902000	168
1519902900	168
1519903800	168
1519904700	168
1519905600	160
1519906500	160
1519907400	160
1519908300	160
1519909200	168
1519910100	168
1519911000	168
1519911900	168
1519912800	168
1519913700	168
1519914600	168
1519915500	168
1519916400	220
1519917300	220
1519918200	220
1519919100	220
1519920000	396
1519920900	396
1519921800	396
1519922700	396
1519923600	756
1519924500	756
1519925400	756
1519926300	756
1519927200	744
1519928100	744
1519929000	744
1519929900	744
1519930800	468
1519931700	468
1519932600	468
1519933500	468
1519934400	420
1519935300	420
1519936200	420
1519937100	420
1519938000	400
1519938900	400
1519939800	400
1519940700	400
1519941600	332
1519942500	332
1519943400	332
1519944300	332
1519945200	220
1519946100	220
1519947000	220
1519947900	220
1519948800	216
1519949700	216
1519950600	216
1519951500	216
1519952400	244
1519953300	244
1519954200	244
1519955100	244
1519956000	240
1519956900	240
1519957800	240
1519958700	240
1519959600	208
1519960500	208
1519961400	208
1519962300	208
1519963200	236
1519964100	236
1519965000	236
1519965900	236
1519966800	328
1519967700	328
1519968600	328
1519969500	328
1519970400	436
1519971300	436
1519972200	436
1519973100	436
1519974000	384
1519974900	384
1519975800	384
1519976700	384
1519977600	212
1519978500	212
1519979400	212
1519980300	212
1519981200	216
1519982100	216
1519983000	216
1519983900	216
1519984800	192
1519985700	192
1519986600	192
1519987500	192
1519988400	168
1519989300	168
1519990200	168
1519991100	168
1519992000	160
1519992900	160
1519993800	160
1519994700	160
1519995600	168
1519996500	168
1519997400	168
1519998300	168
1519999200	168
1520000100	168
1520001000	168
1520001900	168
1520002800	220
1520003700	220
1520004600	220
1520005500	220
1520006400	396
1520007300	396
1520008200	396
1520009100	396
1520010000	756
1520010900	756
1520011800	756
1520012700	756
1520013600	744
1520014500	744
1520015400	744
1520016300	744
1520017200	468
1520018100	468
1520019000	468
1520019900	468
1520020800	420
1520021700	420
1520022600	420
1520023500	420
1520024400	400
1520025300	400
1520026200	400
1520027100	400
1520028000	332
1520028900	332
1520029800	332
1520030700	332
1520031600	220
1520032500	220
1520033400	220
1520034300	220
1520035200	216
1520036100	216
1520037000	216
1520037900	216
1520038800	244
1520039700	244
1520040600	244
1520041500	244
1520042400	240
1520043300	240
1520044200	240
1520045100	240
1520046000	208
1520046900	208
1520047800	208
1520048700	208
1520049600	236
1520050500	236
1520051400	236
1520052300	236
1520053200	328
1520054100	328
1520055000	328
1520055900	328
1520056800	436
1520057700	436
1520058600	436
1520059500	436
1520060400	384
1520061300	384
1520062200	384
1520063100	384
1520064000	212
1520064900	212
1520065800	212
1520066700	212
1520067600	216
1520068500	216
1520069400	216
1520070300	216
1520071200	192
1520072100	192
1520073000	192
1520073900	192
1520074800	168
1520075700	168
1520076600	168
1520077500	168
1520078400	160
1520079300	160
1520080200	160
1520081100	160
1520082000	168
1520082900	168
1520083800	168
1520084700	168
1520085600	168
1520086500	168
1520087400	168
1520088300	168
1520089200	220
1520090100	220
1520091000	220
1520091900	220
1520092800	396
1520093700	396
1520094600	396
1520095500	396
1520096400	756
1520097300	756
1520098200	756
1520099100	756
1520100000	744
1520100900	744
1520101800	744
1520102700	744
1520103600	468
1520104500	468
1520105400	468
1520106300	468
1520107200	420
1520108100	420
1520109000	420
1520109900	420
1520110800	400
1520111700	400
1520112600	400
1520113500	400
1520114400	332
1520115300	332
1520116200	332
1520117100	332
1520118000	220
1520118900	220
1520119800	220
1520120700	220
1520121600	216
1520122500	216
1520123400	216
1520124300	216
1520125200	244
1520126100	244
1520127000	244
1520127900	244
1520128800	240
1520129700	240
1520130600	240
1520131500	240
1520132400	208
1520133300	208
1520134200	208
1520135100	208
1520136000	236
1520136900	236
1520137800	236
1520138700	236
1520139600	328
1520140500	328
1520141400	328
1520142300	328
1520143200	436
1520144100	436
1520145000	436
1520145900	436
1520146800	384
1520147700	384
1520148600	384
1520149500	384
1520150400	212
1520151300	212
1520152200	212
1520153100	212
1520154000	216
1520154900	216
1520155800	216
1520156700	216
1520157600	192
1520158500	192
1520159400	192
1520160300	192
1520161200	168
1520162100	168
1520163000	168
1520163900	168
1520164800	160
1520165700	160
1520166600	160
1520167500	160
1520168400	168
1520169300	168
1520170200	168
1520171100	168
1520172000	168
1520172900	168
1520173800	168
1520174700	168
1520175600	220
1520176500	220
1520177400	220
1520178300	220
1520179200	396
1520180100	396
1520181000	396
1520181900	396
1520182800	756
1520183700	756
1520184600	756
1520185500	756
1520186400	744
1520187300	744
1520188200	744
1520189100	744
1520190000	468
1520190900	468
1520191800	468
1520192700	468
1520193600	420
1520194500	420
1520195400	420
1520196300	420
1520197200	400
1520198100	400
1520199000	400
1520199900	400
1520200800	332
1520201700	332
1520202600	332
1520203500	332
1520204400	220
1520205300	220
1520206200	220
1520207100	220
1520208000	216
1520208900	216
1520209800	216
1520210700	216
1520211600	244
1520212500	244
1520213400	244
1520214300	244
1520215200	240
1520216100	240
1520217000	240
1520217900	240
1520218800	208
1520219700	208
1520220600	208
1520221500	208
1520222400	236
1520223300	236
1520224200	236
1520225100	236
1520226000	328
1520226900	328
1520227800	328
1520228700	328
1520229600	436
1520230500	436
1520231400	436
1520232300	436
1520233200	384
1520234100	384
1520235000	384
1520235900	384
1520236800	212
1520237700	212
1520238600	212
1520239500	212
1520240400	216
1520241300	216
1520242200	216
1520243100	216
1520244000	192
1520244900	192
1520245800	192
1520246700	192
1520247600	168
1520248500	168
1520249400	168
1520250300	168
1520251200	160
1520252100	160
1520253000	160
1520253900	160
1520254800	168
1520255700	168
1520256600	168
1520257500	168
1520258400	168
1520259300	168
1520260200	168
1520261100	168
1520262000	220
1520262900	220
1520263800	220
1520264700	220
1520265600	396
1520266500	396
1520267400	396
1520268300	396
1520269200	756
1520270100	756
1520271000	756
1520271900	756
1520272800	744
1520273700	744
1520274600	744
1520275500	744
1520276400	468
1520277300	468
1520278200	468
1520279100	468
1520280000	420
1520280900	420
1520281800	420
1520282700	420
1520283600	400
1520284500	400
1520285400	400
1520286300	400
1520287200	332
1520288100	332
1520289000	332
1520289900	332
1520290800	220
1520291700	220
1520292600	220
1520293500	220
1520294400	216
1520295300	216
1520296200	216
1520297100	216
1520298000	244
1520298900	244
1520299800	244
1520300700	244
1520301600	240
1520302500	240
1520303400	240
1520304300	240
1520305200	208
1520306100	208
1520307000	208
1520307900	208
1520308800	236
1520309700	236
1520310600	236
1520311500	236
1520312400	328
1520313300	328
1520314200	328
1520315100	328
1520316000	436
1520316900	436
1520317800	436
1520318700	436
1520319600	384
1520320500	384
1520321400	384
1520322300	384
1520323200	212
1520324100	212
1520325000	212
1520325900	212
1520326800	216
1520327700	216
1520328600	216
1520329500	216
1520330400	192
1520331300	192
1520332200	192
1520333100	192
1520334000	168
1520334900	168
1520335800	168
1520336700	168
1520337600	160
1520338500	160
1520339400	160
1520340300	160
1520341200	168
1520342100	168
1520343000	168
1520343900	168
1520344800	168
1520345700	168
1520346600	168
1520347500	168
1520348400	220
1520349300	220
1520350200	220
1520351100	220
1520352000	396
1520352900	396
1520353800	396
1520354700	396
1520355600	756
1520356500	756
1520357400	756
1520358300	756
1520359200	744
1520360100	744
1520361000	744
1520361900	744
1520362800	468
1520363700	468
1520364600	468
1520365500	468
1520366400	420
1520367300	420
1520368200	420
1520369100	420
1520370000	400
1520370900	400
1520371800	400
1520372700	400
1520373600	332
1520374500	332
1520375400	332
1520376300	332
1520377200	220
1520378100	220
1520379000	220
1520379900	220
1520380800	216
1520381700	216
1520382600	216
1520383500	216
1520384400	244
1520385300	244
1520386200	244
1520387100	244
1520388000	240
1520388900	240
1520389800	240
1520390700	240
1520391600	208
1520392500	208
1520393400	208
1520394300	208
1520395200	236
1520396100	236
1520397000	236
1520397900	236
1520398800	328
1520399700	328
1520400600	328
1520401500	328
1520402400	436
1520403300	436
1520404200	436
1520405100	436
1520406000	384
1520406900	384
1520407800	384
1520408700	384
1520409600	212
1520410500	212
1520411400	212
1520412300	212
1520413200	216
1520414100	216
1520415000	216
1520415900	216
1520416800	192
1520417700	192
1520418600	192
1520419500	192
1520420400	168
1520421300	168
1520422200	168
1520423100	168
1520424000	160
1520424900	160
1520425800	160
1520426700	160
1520427600	168
1520428500	168
1520429400	168
1520430300	168
1520431200	168
1520432100	168
1520433000	168
1520433900	168
1520434800	220
1520435700	220
1520436600	220
1520437500	220
1520438400	396
1520439300	396
1520440200	396
1520441100	396
1520442000	756
1520442900	756
1520443800	756
1520444700	756
1520445600	744
1520446500	744
1520447400	744
1520448300	744
1520449200	468
1520450100	468
1520451000	468
1520451900	468
1520452800	420
1520453700	420
1520454600	420
1520455500	420
1520456400	400
1520457300	400
1520458200	400
1520459100	400
1520460000	332
1520460900	332
1520461800	332
1520462700	332
1520463600	220
1520464500	220
1520465400	220
1520466300	220
1520467200	216
1520468100	216
1520469000	216
1520469900	216
1520470800	244
1520471700	244
1520472600	244
1520473500	244
1520474400	240
