#1
double	presence(17520, 2)
1610084250.0	0
1610086050.0	0
1610087850.0	0
1610089650.0	0
1610091450.0	0
1610093250.0	0
1610095050.0	0
1610096850.0	1
1610098650.0	1
1610100450.0	1
1610102250.0	0
1610104050.0	0
1610105850.0	0
1610107650.0	0
1610109450.0	0
1610111250.0	0
1610113050.0	0
1610114850.0	0
1610116650.0	0
1610118450.0	1
1610120250.0	1
1610122050.0	1
1610123850.0	0
1610125650.0	0
1610127450.0	1
1610129250.0	0
1610131050.0	1
1610132850.0	0
1610134650.0	0
1610136450.0	0
1610138250.0	0
1610140050.0	0
1610141850.0	0
1610143650.0	0
1610145450.0	0
1610147250.0	0
1610149050.0	0
1610150850.0	0
1610152650.0	0
1610154450.0	0
1610156250.0	0
1610158050.0	0
1610159850.0	0
1610161650.0	0
1610163450.0	0
1610165250.0	0
1610167050.0	0
1610168850.0	0
1610170650.0	0
1610172450.0	0
1610174250.0	0
1610176050.0	0
1610177850.0	0
1610179650.0	0
1610181450.0	0
1610183250.0	1
1610185050.0	0
1610186850.0	0
1610188650.0	0
1610190450.0	0
1610192250.0	1
1610194050.0	1
1610195850.0	0
1610197650.0	0
1610199450.0	0
1610201250.0	1
1610203050.0	1
1610204850.0	0
1610206650.0	0
1610208450.0	0
1610210250.0	0
1610212050.0	0
1610213850.0	0
1610215650.0	0
1610217450.0	0
1610219250.0	0
1610221050.0	0
1610222850.0	1
1610224650.0	0
1610226450.0	0
1610228250.0	0
1610230050.0	1
1610231850.0	1
1610233650.0	0
1610235450.0	0
1610237250.0	1
1610239050.0	0
1610240850.0	0
1610242650.0	0
1610244450.0	0
1610246250.0	0
1610248050.0	0
1610249850.0	0
1610251650.0	0
1610253450.0	0
1610255250.0	0
1610257050.0	0
1610258850.0	0
1610260650.0	0
1610262450.0	0
1610264250.0	0
1610266050.0	0
1610267850.0	0
1610269650.0	0
1610271450.0	0
1610273250.0	0
1610275050.0	0
1610276850.0	1
1610278650.0	0
1610280450.0	1
1610282250.0	1
1610284050.0	1
1610285850.0	1
1610287650.0	0
1610289450.0	0
1610291250.0	0
1610293050.0	0
1610294850.0	0
1610296650.0	0
1610298450.0	0
1610300250.0	0
1610302050.0	0
1610303850.0	0
1610305650.0	0
1610307450.0	1
1610309250.0	0
1610311050.0	0
1610312850.0	0
1610314650.0	1
1610316450.0	1
1610318250.0	1
1610320050.0	1
1610321850.0	0
1610323650.0	1
1610325450.0	0
1610327250.0	0
1610329050.0	0
1610330850.0	0
1610332650.0	0
1610334450.0	0
1610336250.0	0
1610338050.0	0
1610339850.0	0
1610341650.0	0
1610343450.0	0
1610345250.0	0
1610347050.0	0
1610348850.0	0
1610350650.0	0
1610352450.0	0
1610354250.0	0
1610356050.0	1
1610357850.0	1
1610359650.0	1
1610361450.0	1
1610363250.0	1
1610365050.0	1
1610366850.0	1
1610368650.0	1
1610370450.0	1
1610372250.0	1
1610374050.0	1
1610375850.0	1
1610377650.0	1
1610379450.0	1
1610381250.0	1
1610383050.0	1
1610384850.0	1
1610386650.0	1
1610388450.0	1
1610390250.0	1
1610392050.0	1
1610393850.0	1
1610395650.0	1
1610397450.0	0
1610399250.0	0
1610401050.0	0
1610402850.0	0
1610404650.0	0
1610406450.0	0
1610408250.0	0
1610410050.0	0
1610411850.0	0
1610413650.0	0
1610415450.0	0
1610417250.0	0
1610419050.0	0
1610420850.0	0
1610422650.0	0
1610424450.0	0
1610426250.0	0
1610428050.0	0
1610429850.0	0
1610431650.0	0
1610433450.0	0
1610435250.0	0
1610437050.0	0
1610438850.0	0
1610440650.0	0
1610442450.0	1
1610444250.0	1
1610446050.0	1
1610447850.0	1
1610449650.0	1
1610451450.0	1
1610453250.0	1
1610455050.0	1
1610456850.0	0
1610458650.0	1
1610460450.0	1
1610462250.0	1
1610464050.0	0
1610465850.0	0
1610467650.0	0
1610469450.0	0
1610471250.0	0
1610473050.0	0
1610474850.0	1
1610476650.0	1
1610478450.0	0
1610480250.0	1
1610482050.0	0
1610483850.0	0
1610485650.0	1
1610487450.0	0
1610489250.0	0
1610491050.0	0
1610492850.0	0
1610494650.0	0
1610496450.0	0
1610498250.0	0
1610500050.0	0
1610501850.0	0
1610503650.0	0
1610505450.0	0
1610507250.0	0
1610509050.0	0
1610510850.0	0
1610512650.0	0
1610514450.0	0
1610516250.0	0
1610518050.0	0
1610519850.0	0
1610521650.0	0
1610523450.0	0
1610525250.0	0
1610527050.0	0
1610528850.0	0
1610530650.0	1
1610532450.0	0
1610534250.0	1
1610536050.0	1
1610537850.0	1
1610539650.0	1
1610541450.0	1
1610543250.0	1
1610545050.0	1
1610546850.0	1
1610548650.0	1
1610550450.0	1
1610552250.0	1
1610554050.0	1
1610555850.0	1
1610557650.0	0
1610559450.0	0
1610561250.0	0
1610563050.0	0
1610564850.0	1
1610566650.0	0
1610568450.0	0
1610570250.0	0
1610572050.0	0
1610573850.0	0
1610575650.0	0
1610577450.0	0
1610579250.0	0
1610581050.0	0
1610582850.0	0
1610584650.0	0
1610586450.0	0
1610588250.0	0
1610590050.0	0
1610591850.0	0
1610593650.0	0
1610595450.0	0
1610597250.0	0
1610599050.0	0
1610600850.0	0
1610602650.0	0
1610604450.0	0
1610606250.0	0
1610608050.0	0
1610609850.0	0
1610611650.0	0
1610613450.0	0
1610615250.0	1
1610617050.0	0
1610618850.0	0
1610620650.0	0
1610622450.0	0
1610624250.0	1
1610626050.0	0
1610627850.0	0
1610629650.0	1
1610631450.0	1
1610633250.0	1
1610635050.0	1
1610636850.0	1
1610638650.0	1
1610640450.0	1
1610642250.0	1
1610644050.0	0
1610645850.0	0
1610647650.0	0
1610649450.0	0
1610651250.0	0
1610653050.0	0
1610654850.0	0
1610656650.0	0
1610658450.0	0
1610660250.0	1
1610662050.0	1
1610663850.0	0
1610665650.0	0
1610667450.0	0
1610669250.0	1
1610671050.0	0
1610672850.0	0
1610674650.0	0
1610676450.0	0
1610678250.0	0
1610680050.0	0
1610681850.0	0
1610683650.0	0
1610685450.0	0
1610687250.0	0
1610689050.0	0
1610690850.0	0
1610692650.0	0
1610694450.0	0
1610696250.0	0
1610698050.0	0
1610699850.0	0
1610701650.0	1
1610703450.0	0
1610705250.0	1
1610707050.0	0
1610708850.0	0
1610710650.0	0
1610712450.0	1
1610714250.0	0
1610716050.0	1
1610717850.0	0
1610719650.0	0
1610721450.0	1
1610723250.0	0
1610725050.0	0
1610726850.0	1
1610728650.0	1
1610730450.0	1
1610732250.0	1
1610734050.0	1
1610735850.0	0
1610737650.0	0
1610739450.0	0
1610741250.0	0
1610743050.0	0
1610744850.0	0
1610746650.0	1
1610748450.0	0
1610750250.0	1
1610752050.0	0
1610753850.0	0
1610755650.0	1
1610757450.0	0
1610759250.0	0
1610761050.0	0
1610762850.0	0
1610764650.0	0
1610766450.0	0
1610768250.0	0
1610770050.0	0
1610771850.0	0
1610773650.0	0
1610775450.0	0
1610777250.0	0
1610779050.0	0
1610780850.0	0
1610782650.0	0
1610784450.0	0
1610786250.0	0
1610788050.0	1
1610789850.0	1
1610791650.0	1
1610793450.0	1
1610795250.0	1
1610797050.0	1
1610798850.0	0
1610800650.0	0
1610802450.0	1
1610804250.0	1
1610806050.0	1
1610807850.0	1
1610809650.0	1
1610811450.0	1
1610813250.0	1
1610815050.0	1
1610816850.0	1
1610818650.0	1
1610820450.0	1
1610822250.0	1
1610824050.0	1
1610825850.0	1
1610827650.0	0
1610829450.0	0
1610831250.0	0
1610833050.0	0
1610834850.0	0
1610836650.0	0
1610838450.0	0
1610840250.0	0
1610842050.0	0
1610843850.0	0
1610845650.0	0
1610847450.0	0
1610849250.0	0
1610851050.0	0
1610852850.0	0
1610854650.0	0
1610856450.0	0
1610858250.0	0
1610860050.0	0
1610861850.0	0
1610863650.0	0
1610865450.0	0
1610867250.0	0
1610869050.0	0
1610870850.0	0
1610872650.0	0
1610874450.0	0
1610876250.0	1
1610878050.0	0
1610879850.0	0
1610881650.0	0
1610883450.0	0
1610885250.0	0
1610887050.0	0
1610888850.0	0
1610890650.0	0
1610892450.0	0
1610894250.0	0
1610896050.0	0
1610897850.0	1
1610899650.0	1
1610901450.0	1
1610903250.0	0
1610905050.0	0
1610906850.0	1
1610908650.0	1
1610910450.0	1
1610912250.0	1
1610914050.0	0
1610915850.0	0
1610917650.0	0
1610919450.0	0
1610921250.0	0
1610923050.0	0
1610924850.0	1
1610926650.0	1
1610928450.0	1
1610930250.0	0
1610932050.0	0
1610933850.0	0
1610935650.0	0
1610937450.0	0
1610939250.0	0
1610941050.0	0
1610942850.0	0
1610944650.0	0
1610946450.0	0
1610948250.0	0
1610950050.0	0
1610951850.0	0
1610953650.0	0
1610955450.0	0
1610957250.0	0
1610959050.0	0
1610960850.0	1
1610962650.0	1
1610964450.0	1
1610966250.0	1
1610968050.0	1
1610969850.0	0
1610971650.0	0
1610973450.0	1
1610975250.0	1
1610977050.0	1
1610978850.0	1
1610980650.0	1
1610982450.0	1
1610984250.0	1
1610986050.0	0
1610987850.0	0
1610989650.0	0
1610991450.0	1
1610993250.0	1
1610995050.0	0
1610996850.0	1
1610998650.0	1
1611000450.0	0
1611002250.0	1
1611004050.0	1
1611005850.0	0
1611007650.0	0
1611009450.0	0
1611011250.0	0
1611013050.0	0
1611014850.0	0
1611016650.0	0
1611018450.0	0
1611020250.0	0
1611022050.0	0
1611023850.0	0
1611025650.0	0
1611027450.0	0
1611029250.0	0
1611031050.0	0
1611032850.0	0
1611034650.0	0
1611036450.0	0
1611038250.0	0
1611040050.0	0
1611041850.0	0
1611043650.0	0
1611045450.0	0
1611047250.0	0
1611049050.0	0
1611050850.0	1
1611052650.0	0
1611054450.0	0
1611056250.0	1
1611058050.0	1
1611059850.0	1
1611061650.0	1
1611063450.0	1
1611065250.0	0
1611067050.0	1
1611068850.0	1
1611070650.0	1
1611072450.0	1
1611074250.0	1
1611076050.0	1
1611077850.0	1
1611079650.0	1
1611081450.0	1
1611083250.0	1
1611085050.0	1
1611086850.0	1
1611088650.0	0
1611090450.0	0
1611092250.0	0
1611094050.0	0
1611095850.0	0
1611097650.0	0
1611099450.0	0
1611101250.0	0
1611103050.0	0
1611104850.0	0
1611106650.0	0
1611108450.0	0
1611110250.0	0
1611112050.0	0
1611113850.0	0
1611115650.0	0
1611117450.0	0
1611119250.0	0
1611121050.0	0
1611122850.0	0
1611124650.0	0
1611126450.0	0
1611128250.0	0
1611130050.0	0
1611131850.0	0
1611133650.0	0
1611135450.0	0
1611137250.0	0
1611139050.0	0
1611140850.0	0
1611142650.0	0
1611144450.0	0
1611146250.0	0
1611148050.0	1
1611149850.0	1
1611151650.0	1
1611153450.0	0
1611155250.0	0
1611157050.0	0
1611158850.0	1
1611160650.0	0
1611162450.0	1
1611164250.0	1
1611166050.0	1
1611167850.0	1
1611169650.0	1
1611171450.0	0
1611173250.0	0
1611175050.0	0
1611176850.0	1
1611178650.0	1
1611180450.0	0
1611182250.0	0
1611184050.0	0
1611185850.0	0
1611187650.0	1
1611189450.0	0
1611191250.0	0
1611193050.0	0
1611194850.0	0
1611196650.0	0
1611198450.0	0
1611200250.0	0
1611202050.0	0
1611203850.0	0
1611205650.0	0
1611207450.0	0
1611209250.0	0
1611211050.0	0
1611212850.0	0
1611214650.0	0
1611216450.0	0
1611218250.0	0
1611220050.0	1
1611221850.0	1
1611223650.0	1
1611225450.0	1
1611227250.0	1
1611229050.0	1
1611230850.0	1
1611232650.0	1
1611234450.0	1
1611236250.0	1
1611238050.0	1
1611239850.0	1
1611241650.0	0
1611243450.0	0
1611245250.0	0
1611247050.0	0
1611248850.0	1
1611250650.0	1
1611252450.0	1
1611254250.0	1
1611256050.0	1
1611257850.0	1
1611259650.0	0
1611261450.0	0
1611263250.0	0
1611265050.0	0
1611266850.0	0
1611268650.0	0
1611270450.0	0
1611272250.0	0
1611274050.0	0
1611275850.0	0
1611277650.0	0
1611279450.0	0
1611281250.0	0
1611283050.0	0
1611284850.0	0
1611286650.0	0
1611288450.0	0
1611290250.0	0
1611292050.0	0
1611293850.0	0
1611295650.0	0
1611297450.0	0
1611299250.0	0
1611301050.0	0
1611302850.0	0
1611304650.0	0
1611306450.0	1
1611308250.0	0
1611310050.0	1
1611311850.0	0
1611313650.0	0
1611315450.0	1
1611317250.0	1
1611319050.0	1
1611320850.0	1
1611322650.0	1
1611324450.0	1
1611326250.0	1
1611328050.0	1
1611329850.0	0
1611331650.0	0
1611333450.0	0
1611335250.0	0
1611337050.0	0
1611338850.0	1
1611340650.0	1
1611342450.0	1
1611344250.0	0
1611346050.0	0
1611347850.0	0
1611349650.0	1
1611351450.0	0
1611353250.0	0
1611355050.0	0
1611356850.0	0
1611358650.0	0
1611360450.0	0
1611362250.0	0
1611364050.0	0
1611365850.0	0
1611367650.0	0
1611369450.0	0
1611371250.0	0
1611373050.0	0
1611374850.0	0
1611376650.0	0
1611378450.0	0
1611380250.0	0
1611382050.0	0
1611383850.0	0
1611385650.0	0
1611387450.0	0
1611389250.0	0
1611391050.0	0
1611392850.0	1
1611394650.0	1
1611396450.0	1
1611398250.0	1
1611400050.0	1
1611401850.0	1
1611403650.0	1
1611405450.0	1
1611407250.0	0
1611409050.0	0
1611410850.0	0
1611412650.0	0
1611414450.0	1
1611416250.0	1
1611418050.0	1
1611419850.0	1
1611421650.0	1
1611423450.0	1
1611425250.0	1
1611427050.0	1
1611428850.0	0
1611430650.0	0
1611432450.0	0
1611434250.0	0
1611436050.0	0
1611437850.0	0
1611439650.0	0
1611441450.0	0
1611443250.0	0
1611445050.0	0
1611446850.0	0
1611448650.0	0
1611450450.0	0
1611452250.0	0
1611454050.0	0
1611455850.0	0
1611457650.0	0
1611459450.0	0
1611461250.0	0
1611463050.0	0
1611464850.0	0
1611466650.0	0
1611468450.0	0
1611470250.0	0
1611472050.0	0
1611473850.0	0
1611475650.0	0
1611477450.0	0
1611479250.0	0
1611481050.0	0
1611482850.0	0
1611484650.0	0
1611486450.0	0
1611488250.0	0
1611490050.0	1
1611491850.0	0
1611493650.0	1
1611495450.0	1
1611497250.0	0
1611499050.0	0
1611500850.0	0
1611502650.0	0
1611504450.0	0
1611506250.0	0
1611508050.0	0
1611509850.0	0
1611511650.0	0
1611513450.0	0
1611515250.0	0
1611517050.0	1
1611518850.0	1
1611520650.0	1
1611522450.0	1
1611524250.0	1
1611526050.0	0
1611527850.0	0
1611529650.0	0
1611531450.0	0
1611533250.0	1
1611535050.0	0
1611536850.0	0
1611538650.0	0
1611540450.0	0
1611542250.0	0
1611544050.0	0
1611545850.0	0
1611547650.0	0
1611549450.0	0
1611551250.0	0
1611553050.0	0
1611554850.0	0
1611556650.0	0
1611558450.0	0
1611560250.0	0
1611562050.0	0
1611563850.0	0
1611565650.0	1
1611567450.0	1
1611569250.0	0
1611571050.0	0
1611572850.0	0
1611574650.0	0
1611576450.0	1
1611578250.0	0
1611580050.0	0
1611581850.0	0
1611583650.0	0
1611585450.0	1
1611587250.0	1
1611589050.0	1
1611590850.0	1
1611592650.0	1
1611594450.0	1
1611596250.0	0
1611598050.0	1
1611599850.0	1
1611601650.0	0
1611603450.0	1
1611605250.0	0
1611607050.0	0
1611608850.0	1
1611610650.0	1
1611612450.0	0
1611614250.0	0
1611616050.0	0
1611617850.0	0
1611619650.0	1
1611621450.0	0
1611623250.0	0
1611625050.0	0
1611626850.0	0
1611628650.0	0
1611630450.0	0
1611632250.0	0
1611634050.0	0
1611635850.0	0
1611637650.0	0
1611639450.0	0
1611641250.0	0
1611643050.0	0
1611644850.0	0
1611646650.0	0
1611648450.0	0
1611650250.0	0
1611652050.0	0
1611653850.0	0
1611655650.0	0
1611657450.0	0
1611659250.0	1
1611661050.0	1
1611662850.0	1
1611664650.0	1
1611666450.0	1
1611668250.0	1
1611670050.0	1
1611671850.0	1
1611673650.0	1
1611675450.0	1
1611677250.0	1
1611679050.0	1
1611680850.0	1
1611682650.0	1
1611684450.0	1
1611686250.0	1
1611688050.0	1
1611689850.0	1
1611691650.0	0
1611693450.0	0
1611695250.0	0
1611697050.0	0
1611698850.0	0
1611700650.0	0
1611702450.0	1
1611704250.0	0
1611706050.0	0
1611707850.0	0
1611709650.0	0
1611711450.0	0
1611713250.0	0
1611715050.0	0
1611716850.0	0
1611718650.0	0
1611720450.0	0
1611722250.0	0
1611724050.0	0
1611725850.0	0
1611727650.0	0
1611729450.0	0
1611731250.0	0
1611733050.0	0
1611734850.0	0
1611736650.0	0
1611738450.0	0
1611740250.0	0
1611742050.0	0
1611743850.0	0
1611745650.0	1
1611747450.0	1
1611749250.0	1
1611751050.0	1
1611752850.0	1
1611754650.0	0
1611756450.0	1
1611758250.0	1
1611760050.0	1
1611761850.0	1
1611763650.0	1
1611765450.0	0
1611767250.0	1
1611769050.0	0
1611770850.0	0
1611772650.0	0
1611774450.0	1
1611776250.0	1
1611778050.0	0
1611779850.0	0
1611781650.0	0
1611783450.0	0
1611785250.0	0
1611787050.0	0
1611788850.0	0
1611790650.0	0
1611792450.0	0
1611794250.0	0
1611796050.0	0
1611797850.0	0
1611799650.0	0
1611801450.0	0
1611803250.0	0
1611805050.0	0
1611806850.0	0
1611808650.0	0
1611810450.0	0
1611812250.0	0
1611814050.0	0
1611815850.0	0
1611817650.0	0
1611819450.0	0
1611821250.0	0
1611823050.0	0
1611824850.0	0
1611826650.0	0
1611828450.0	0
1611830250.0	0
1611832050.0	1
1611833850.0	1
1611835650.0	0
1611837450.0	0
1611839250.0	0
1611841050.0	1
1611842850.0	1
1611844650.0	1
1611846450.0	1
1611848250.0	0
1611850050.0	0
1611851850.0	1
1611853650.0	1
1611855450.0	1
1611857250.0	1
1611859050.0	1
1611860850.0	1
1611862650.0	1
1611864450.0	1
1611866250.0	1
1611868050.0	0
1611869850.0	0
1611871650.0	0
1611873450.0	0
1611875250.0	0
1611877050.0	0
1611878850.0	0
1611880650.0	0
1611882450.0	0
1611884250.0	0
1611886050.0	0
1611887850.0	0
1611889650.0	0
1611891450.0	0
1611893250.0	0
1611895050.0	0
1611896850.0	0
1611898650.0	0
1611900450.0	0
1611902250.0	0
1611904050.0	0
1611905850.0	0
1611907650.0	0
1611909450.0	0
1611911250.0	0
1611913050.0	0
1611914850.0	1
1611916650.0	1
1611918450.0	1
1611920250.0	1
1611922050.0	1
1611923850.0	1
1611925650.0	0
1611927450.0	0
1611929250.0	0
1611931050.0	0
1611932850.0	1
1611934650.0	1
1611936450.0	1
1611938250.0	1
1611940050.0	0
1611941850.0	0
1611943650.0	0
1611945450.0	0
1611947250.0	1
1611949050.0	1
1611950850.0	1
1611952650.0	1
1611954450.0	0
1611956250.0	0
1611958050.0	0
1611959850.0	0
1611961650.0	0
1611963450.0	0
1611965250.0	0
1611967050.0	0
1611968850.0	0
1611970650.0	0
1611972450.0	0
1611974250.0	0
1611976050.0	0
1611977850.0	0
1611979650.0	0
1611981450.0	0
1611983250.0	0
1611985050.0	0
1611986850.0	0
1611988650.0	0
1611990450.0	0
1611992250.0	0
1611994050.0	0
1611995850.0	0
1611997650.0	1
1611999450.0	1
1612001250.0	1
1612003050.0	1
1612004850.0	1
1612006650.0	1
1612008450.0	1
1612010250.0	1
1612012050.0	0
1612013850.0	1
1612015650.0	1
1612017450.0	1
1612019250.0	0
1612021050.0	1
1612022850.0	1
1612024650.0	0
1612026450.0	0
1612028250.0	0
1612030050.0	0
1612031850.0	0
1612033650.0	0
1612035450.0	0
1612037250.0	0
1612039050.0	0
1612040850.0	0
1612042650.0	0
1612044450.0	0
1612046250.0	0
1612048050.0	0
1612049850.0	0
1612051650.0	0
1612053450.0	0
1612055250.0	0
1612057050.0	0
1612058850.0	0
1612060650.0	0
1612062450.0	0
1612064250.0	0
1612066050.0	0
1612067850.0	0
1612069650.0	0
1612071450.0	0
1612073250.0	0
1612075050.0	0
1612076850.0	0
1612078650.0	0
1612080450.0	0
1612082250.0	0
1612084050.0	1
1612085850.0	0
1612087650.0	0
1612089450.0	0
1612091250.0	0
1612093050.0	0
1612094850.0	1
1612096650.0	1
1612098450.0	0
1612100250.0	1
1612102050.0	1
1612103850.0	1
1612105650.0	1
1612107450.0	1
1612109250.0	1
1612111050.0	1
1612112850.0	1
1612114650.0	1
1612116450.0	1
1612118250.0	1
1612120050.0	0
1612121850.0	0
1612123650.0	0
1612125450.0	0
1612127250.0	0
1612129050.0	0
1612130850.0	0
1612132650.0	0
1612134450.0	0
1612136250.0	0
1612138050.0	0
1612139850.0	0
1612141650.0	0
1612143450.0	0
1612145250.0	0
1612147050.0	0
1612148850.0	0
1612150650.0	0
1612152450.0	0
1612154250.0	0
1612156050.0	0
1612157850.0	0
1612159650.0	0
1612161450.0	0
1612163250.0	0
1612165050.0	0
1612166850.0	0
1612168650.0	0
1612170450.0	1
1612172250.0	1
1612174050.0	1
1612175850.0	1
1612177650.0	0
1612179450.0	0
1612181250.0	1
1612183050.0	1
1612184850.0	0
1612186650.0	1
1612188450.0	1
1612190250.0	1
1612192050.0	1
1612193850.0	1
1612195650.0	1
1612197450.0	0
1612199250.0	1
1612201050.0	1
1612202850.0	1
1612204650.0	1
1612206450.0	1
1612208250.0	1
1612210050.0	1
1612211850.0	1
1612213650.0	0
1612215450.0	0
1612217250.0	0
1612219050.0	0
1612220850.0	0
1612222650.0	0
1612224450.0	0
1612226250.0	0
1612228050.0	0
1612229850.0	0
1612231650.0	0
1612233450.0	0
1612235250.0	0
1612237050.0	0
1612238850.0	0
1612240650.0	0
1612242450.0	0
1612244250.0	0
1612246050.0	0
1612247850.0	0
