timestamp,power
1588284000,219
1588284900,218
1588285800,219
1588286700,237
1588287600,228
1588288500,246
1588289400,243
1588290300,225
1588291200,227
1588292100,220
1588293000,220
1588293900,222
1588294800,243
1588295700,233
1588296600,249
1588297500,241
1588298400,231
1588299300,229
1588300200,227
1588301100,221
1588302000,231
1588302900,226
1588303800,236
1588304700,238
1588305600,221
1588306500,222
1588307400,223
1588308300,223
1588309200,225
1588310100,242
1588311000,223
1588311900,241
1588312800,228
1588313700,220
1588314600,221
1588315500,225
1588316400,224
1588317300,236
1588318200,290
1588319100,348
1588320000,347
1588320900,344
1588321800,554
1588322700,407
1588323600,421
1588324500,382
1588325400,285
1588326300,266
1588327200,256
1588328100,241
1588329000,224
1588329900,225
1588330800,224
1588331700,222
1588332600,234
1588333500,233
1588334400,241
1588335300,246
1588336200,223
1588337100,223
1588338000,224
1588338900,225
1588339800,225
1588340700,246
1588341600,234
1588342500,248
1588343400,236
1588344300,220
1588345200,223
1588346100,223
1588347000,223
1588347900,240
1588348800,232
1588349700,247
1588350600,242
1588351500,227
1588352400,228
1588353300,228
1588354200,227
1588355100,239
1588356000,241
1588356900,244
1588357800,247
1588358700,229
1588359600,224
1588360500,222
1588361400,223
1588362300,225
1588363200,242
1588364100,232
1588365000,245
1588365900,231
1588366800,221
1588367700,224
1588368600,223
1588369500,226
1588370400,244
1588371300,232
1588372200,248
1588373100,240
1588374000,225
1588374900,219
1588375800,222
1588376700,220
1588377600,237
1588378500,234
1588379400,244
1588380300,244
1588381200,225
1588382100,226
1588383000,224
1588383900,224
1588384800,232
1588385700,242
1588386600,236
1588387500,244
1588388400,226
1588389300,220
1588390200,220
1588391100,220
1588392000,220
1588392900,241
1588393800,226
1588394700,249
1588395600,240
1588396500,227
1588397400,226
1588398300,224
1588399200,227
1588400100,233
1588401000,234
1588401900,256
1588402800,274
1588403700,255
1588404600,248
1588405500,249
1588406400,250
1588407300,252
1588408200,246
1588409100,231
1588410000,250
1588410900,244
1588411800,228
1588412700,224
1588413600,225
1588414500,224
1588415400,239
1588416300,232
1588417200,243
1588418100,245
1588419000,221
1588419900,223
1588420800,225
1588421700,223
1588422600,233
1588423500,241
1588424400,239
1588425300,247
1588426200,233
1588427100,226
1588428000,227
1588428900,228
1588429800,226
1588430700,247
1588431600,236
1588432500,251
1588433400,245
1588434300,227
1588435200,227
1588436100,226
1588437000,225
1588437900,236
1588438800,242
1588439700,242
1588440600,249
1588441500,230
1588442400,225
1588443300,226
1588444200,224
1588445100,224
1588446000,246
1588446900,232
1588447800,246
1588448700,235
1588449600,224
1588450500,225
1588451400,223
1588452300,224
1588453200,240
1588454100,231
1588455000,244
1588455900,244
1588456800,223
1588457700,224
1588458600,226
1588459500,226
1588460400,232
1588461300,242
1588462200,236
1588463100,248
1588464000,238
1588464900,227
1588465800,228
1588466700,226
1588467600,228
1588468500,242
1588469400,229
1588470300,247
1588471200,240
1588472100,222
1588473000,221
1588473900,222
1588474800,223
1588475700,232
1588476600,239
1588477500,239
1588478400,250
1588479300,231
1588480200,225
1588481100,225
1588482000,226
1588482900,226
1588483800,243
1588484700,227
1588485600,247
1588486500,239
1588487400,223
1588488300,222
1588489200,222
1588490100,221
1588491000,234
1588491900,233
1588492800,242
1588493700,249
1588494600,227
1588495500,227
1588496400,227
1588497300,225
1588498200,230
1588499100,244
1588500000,235
1588500900,248
1588501800,232
1588502700,225
1588503600,227
1588504500,225
1588505400,226
1588506300,246
1588507200,234
1588508100,249
1588509000,238
1588509900,226
1588510800,229
1588511700,225
1588512600,228
1588513500,239
1588514400,241
1588515300,247
1588516200,248
1588517100,225
1588518000,227
1588518900,228
1588519800,227
1588520700,235
1588521600,241
1588522500,240
1588523400,252
1588524300,231
1588525200,227
1588526100,226
1588527000,226
1588527900,226
1588528800,248
1588529700,233
1588530600,248
1588531500,239
1588532400,226
