timestamp,power
1598918400,338
1598919300,319
1598920200,339
1598921100,323
1598922000,337
1598922900,321
1598923800,338
1598924700,322
1598925600,336
1598926500,318
1598927400,333
1598928300,330
1598929200,353
1598930100,327
1598931000,347
1598931900,328
1598932800,349
1598933700,331
1598934600,354
1598935500,332
1598936400,352
1598937300,328
1598938200,349
1598939100,349
1598940000,368
1598940900,317
1598941800,330
1598942700,309
1598943600,324
1598944500,290
1598945400,306
1598946300,281
1598947200,303
1598948100,274
1598949000,286
1598949900,263
1598950800,278
1598951700,242
1598952600,277
1598953500,250
1598954400,269
1598955300,232
1598956200,248
1598957100,225
1598958000,258
1598958900,231
1598959800,254
1598960700,240
1598961600,261
1598962500,241
1598963400,252
1598964300,254
1598965200,276
1598966100,258
1598967000,274
1598967900,273
1598968800,290
1598969700,283
1598970600,297
1598971500,298
1598972400,309
1598973300,306
1598974200,300
1598975100,309
1598976000,332
1598976900,329
1598977800,329
1598978700,332
1598979600,335
1598980500,331
1598981400,332
1598982300,333
1598983200,351
1598984100,354
1598985000,334
1598985900,337
1598986800,333
1598987700,335
1598988600,333
1598989500,338
1598990400,333
1598991300,337
1598992200,331
1598993100,338
1598994000,348
1598994900,458
1598995800,463
1598996700,487
1598997600,427
1598998500,443
1598999400,401
1599000300,369
1599001200,328
1599002100,351
1599003000,327
1599003900,348
1599004800,327
1599005700,346
1599006600,325
1599007500,347
1599008400,333
1599009300,423
1599010200,362
1599011100,347
1599012000,325
1599012900,343
1599013800,325
1599014700,347
1599015600,324
1599016500,345
1599017400,324
1599018300,348
1599019200,327
1599020100,351
1599021000,331
1599021900,349
1599022800,328
1599023700,392
1599024600,403
1599025500,439
1599026400,424
1599027300,428
1599028200,435
1599029100,455
1599030000,420
1599030900,432
1599031800,428
1599032700,413
1599033600,384
1599034500,409
1599035400,359
1599036300,335
1599037200,392
1599038100,391
1599039000,402
1599039900,358
1599040800,328
1599041700,280
1599042600,286
1599043500,326
1599044400,323
1599045300,321
1599046200,346
1599047100,337
1599048000,352
1599048900,377
1599049800,421
1599050700,370
1599051600,371
1599052500,372
1599053400,369
1599054300,365
1599055200,387
1599056100,388
1599057000,401
1599057900,401
1599058800,414
1599059700,384
1599060600,397
1599061500,357
1599062400,366
1599063300,360
1599064200,391
1599065100,365
1599066000,384
1599066900,369
1599067800,378
1599068700,372
1599069600,380
1599070500,364
1599071400,348
1599072300,339
1599073200,346
1599074100,337
1599075000,351
1599075900,346
1599076800,422
1599077700,386
1599078600,414
1599079500,395
1599080400,387
1599081300,347
1599082200,396
1599083100,378
1599084000,368
1599084900,331
1599085800,365
1599086700,345
1599087600,367
1599088500,346
1599089400,363
1599090300,333
1599091200,349
1599092100,330
1599093000,347
1599093900,332
1599094800,348
1599095700,336
1599096600,343
1599097500,339
1599098400,351
1599099300,340
1599100200,343
1599101100,341
1599102000,336
1599102900,343
1599103800,336
1599104700,343
1599105600,330
1599106500,350
1599107400,337
1599108300,353
1599109200,338
1599110100,349
1599111000,336
1599111900,409
1599112800,425
1599113700,448
1599114600,448
1599115500,482
1599116400,463
1599117300,475
1599118200,482
1599119100,470
1599120000,468
1599120900,435
1599121800,455
1599122700,483
1599123600,489
1599124500,427
1599125400,474
1599126300,402
1599127200,443
1599128100,424
1599129000,447
1599129900,448
1599130800,445
1599131700,424
1599132600,477
1599133500,458
1599134400,462
1599135300,478
1599136200,496
1599137100,467
1599138000,474
1599138900,465
1599139800,466
1599140700,464
1599141600,466
1599142500,445
1599143400,459
1599144300,479
1599145200,443
1599146100,437
1599147000,420
1599147900,378
1599148800,370
1599149700,348
1599150600,336
1599151500,351
1599152400,338
1599153300,417
1599154200,391
1599155100,409
1599156000,398
1599156900,415
1599157800,396
1599158700,436
1599159600,408
1599160500,432
1599161400,396
1599162300,415
1599163200,398
1599164100,415
1599165000,427
1599165900,426
