timestamp,power
1598918400,268
1598919300,276
1598920200,282
1598921100,317
1598922000,268
1598922900,272
1598923800,286
1598924700,268
1598925600,268
1598926500,267
1598927400,293
1598928300,270
1598929200,268
1598930100,271
1598931000,349
1598931900,371
1598932800,360
1598933700,278
1598934600,261
1598935500,269
1598936400,255
1598937300,251
1598938200,255
1598939100,304
1598940000,241
1598940900,241
1598941800,271
1598942700,319
1598943600,345
1598944500,344
1598945400,334
1598946300,346
1598947200,349
1598948100,337
1598949000,343
1598949900,367
1598950800,359
1598951700,343
1598952600,344
1598953500,345
1598954400,301
1598955300,261
1598956200,269
1598957100,272
1598958000,330
1598958900,271
1598959800,266
1598960700,278
1598961600,320
1598962500,311
1598963400,294
1598964300,308
1598965200,360
1598966100,355
1598967000,397
1598967900,359
1598968800,362
1598969700,416
1598970600,242
1598971500,287
1598972400,260
1598973300,248
1598974200,229
1598975100,231
1598976000,243
1598976900,244
1598977800,237
1598978700,231
1598979600,240
1598980500,252
1598981400,230
1598982300,229
1598983200,239
1598984100,340
1598985000,333
1598985900,334
1598986800,341
1598987700,351
1598988600,339
1598989500,340
1598990400,344
1598991300,411
1598992200,351
1598993100,351
1598994000,355
1598994900,367
1598995800,352
1598996700,351
1598997600,287
1598998500,272
1598999400,260
1599000300,255
1599001200,256
1599002100,271
1599003000,262
1599003900,255
1599004800,255
1599005700,267
1599006600,262
1599007500,253
1599008400,253
1599009300,265
1599010200,262
1599011100,302
1599012000,253
1599012900,263
1599013800,269
1599014700,252
1599015600,255
1599016500,262
1599017400,339
1599018300,345
1599019200,346
1599020100,302
1599021000,256
1599021900,238
1599022800,241
1599023700,251
1599024600,270
1599025500,250
1599026400,250
1599027300,252
1599028200,295
1599029100,349
1599030000,356
1599030900,360
1599031800,369
1599032700,362
1599033600,355
1599034500,356
1599035400,366
1599036300,358
1599037200,360
1599038100,369
1599039000,390
1599039900,363
1599040800,306
1599041700,263
1599042600,276
1599043500,269
1599044400,250
1599045300,243
1599046200,258
1599047100,304
1599048000,326
1599048900,334
1599049800,304
1599050700,392
1599051600,256
1599052500,245
1599053400,254
1599054300,261
1599055200,243
1599056100,246
1599057000,253
1599057900,261
1599058800,245
1599059700,245
1599060600,249
1599061500,265
1599062400,249
1599063300,258
1599064200,259
1599065100,272
1599066000,258
1599066900,297
1599067800,244
1599068700,273
1599069600,283
1599070500,357
1599071400,358
1599072300,377
1599073200,362
1599074100,349
1599075000,352
1599075900,367
1599076800,358
1599077700,353
1599078600,355
1599079500,366
1599080400,360
1599081300,353
1599082200,354
1599083100,363
1599084000,285
1599084900,254
1599085800,255
1599086700,314
1599087600,268
1599088500,254
1599089400,255
1599090300,261
1599091200,269
1599092100,253
1599093000,254
1599093900,257
1599094800,270
1599095700,254
1599096600,252
1599097500,254
1599098400,272
1599099300,261
1599100200,260
1599101100,254
1599102000,269
1599102900,260
1599103800,323
1599104700,348
1599105600,370
1599106500,400
1599107400,271
1599108300,241
1599109200,253
1599110100,265
1599111000,252
1599111900,256
1599112800,262
1599113700,270
1599114600,346
1599115500,529
1599116400,688
1599117300,703
1599118200,694
1599119100,767
1599120000,778
1599120900,770
1599121800,702
1599122700,695
1599123600,703
1599124500,712
1599125400,742
1599126300,693
1599127200,413
1599128100,298
1599129000,286
1599129900,275
1599130800,279
1599131700,291
1599132600,286
1599133500,284
1599134400,280
1599135300,290
1599136200,292
1599137100,278
1599138000,278
1599138900,283
1599139800,294
1599140700,480
1599141600,705
1599142500,703
1599143400,710
1599144300,761
1599145200,699
1599146100,719
1599147000,722
1599147900,702
