timestamp,power
1598918400,252
1598919300,227
1598920200,267
1598921100,252
1598922000,273
1598922900,284
1598923800,255
1598924700,396
1598925600,276
1598926500,266
1598927400,255
1598928300,274
1598929200,242
1598930100,233
1598931000,272
1598931900,238
1598932800,464
1598933700,271
1598934600,424
1598935500,461
1598936400,550
1598937300,408
1598938200,395
1598939100,578
1598940000,767
1598940900,550
1598941800,587
1598942700,1201
1598943600,490
1598944500,535
1598945400,671
1598946300,503
1598947200,539
1598948100,552
1598949000,514
1598949900,548
1598950800,511
1598951700,609
1598952600,1465
1598953500,942
1598954400,605
1598955300,523
1598956200,517
1598957100,492
1598958000,545
1598958900,624
1598959800,538
1598960700,549
1598961600,491
1598962500,1303
1598963400,946
1598964300,588
1598965200,964
1598966100,827
1598967000,584
1598967900,1068
1598968800,450
1598969700,453
1598970600,1172
1598971500,381
1598972400,630
1598973300,699
1598974200,964
1598975100,411
1598976000,644
1598976900,881
1598977800,534
1598978700,371
1598979600,441
1598980500,420
1598981400,240
1598982300,291
1598983200,238
1598984100,240
1598985000,268
1598985900,389
1598986800,305
1598987700,251
1598988600,222
1598989500,272
1598990400,242
1598991300,234
1598992200,250
1598993100,247
1598994000,309
1598994900,365
1598995800,217
1598996700,278
1598997600,235
1598998500,240
1598999400,257
1599000300,255
1599001200,280
1599002100,251
1599003000,391
1599003900,273
1599004800,226
1599005700,203
1599006600,257
1599007500,246
1599008400,246
1599009300,251
1599010200,222
1599011100,418
1599012000,264
1599012900,227
1599013800,260
1599014700,244
1599015600,245
1599016500,247
1599017400,213
1599018300,304
1599019200,318
1599020100,312
1599021000,438
1599021900,426
1599022800,524
1599023700,1314
1599024600,394
1599025500,569
1599026400,609
1599027300,720
1599028200,567
1599029100,417
1599030000,417
1599030900,389
1599031800,445
1599032700,440
1599033600,391
1599034500,567
1599035400,538
1599036300,525
1599037200,1395
1599038100,552
1599039000,616
1599039900,477
1599040800,593
1599041700,462
1599042600,467
1599043500,474
1599044400,480
1599045300,628
1599046200,651
1599047100,557
1599048000,746
1599048900,526
1599049800,1332
1599050700,435
1599051600,494
1599052500,583
1599053400,627
1599054300,1101
1599055200,426
1599056100,1095
1599057000,465
1599057900,514
1599058800,1045
1599059700,1286
1599060600,430
1599061500,421
1599062400,385
1599063300,467
1599064200,584
1599065100,414
1599066000,435
1599066900,441
1599067800,374
1599068700,513
1599069600,382
1599070500,238
1599071400,245
1599072300,279
1599073200,404
1599074100,255
1599075000,221
1599075900,245
1599076800,274
1599077700,213
1599078600,250
1599079500,254
1599080400,237
1599081300,347
1599082200,305
1599083100,238
1599084000,264
1599084900,230
1599085800,230
1599086700,267
1599087600,233
1599088500,243
1599089400,248
1599090300,390
1599091200,302
1599092100,246
1599093000,216
1599093900,272
1599094800,244
1599095700,230
1599096600,253
1599097500,247
1599098400,253
1599099300,406
1599100200,223
1599101100,282
1599102000,245
1599102900,224
1599103800,255
1599104700,236
1599105600,235
1599106500,293
1599107400,644
1599108300,576
1599109200,686
1599110100,438
1599111000,420
1599111900,511
1599112800,571
1599113700,603
1599114600,561
1599115500,521
1599116400,505
1599117300,379
1599118200,464
1599119100,516
1599120000,486
1599120900,525
1599121800,482
1599122700,463
1599123600,457
1599124500,797
1599125400,671
1599126300,501
1599127200,538
1599128100,522
1599129000,515
1599129900,490
1599130800,504
1599131700,649
1599132600,679
1599133500,587
1599134400,584
1599135300,502
1599136200,543
1599137100,486
1599138000,595
1599138900,605
1599139800,644
1599140700,499
1599141600,621
1599142500,528
1599143400,455
1599144300,550
1599145200,515
1599146100,615
1599147000,598
1599147900,535
1599148800,520
1599149700,521
1599150600,547
1599151500,430
1599152400,382
1599153300,396
1599154200,430
1599155100,304
1599156000,284
1599156900,213
1599157800,274
1599158700,256
1599159600,397
1599160500,243
1599161400,266
1599162300,244
1599163200,189
1599164100,247
1599165000,261
1599165900,229
1599166800,224
1599167700,355
1599168600,326
1599169500,195
